id,intent,text,entities
2853,ask_emergency_contact,Hospital Emergency ka number kya hai,"{""service"": ""Hospital Emergency""}"
74,find_nearby_service,closest {service} near {landmark} {city},{}
4185,road_condition_status,Signal out at shadman market multan?,"{""city"": ""multan"", ""landmark"": ""shadman market""}"
3603,driver_alerts_near_me,wrong way driver spotted johartown Peshawar,"{""city"": ""Peshawar"", ""landmark"": ""johartown""}"
6476,find_nearby_service,Nearby motorway police isl 💥,"{""city"": ""isl"", ""service"": ""Motorway Police""}"
3151,sos_help,accident help clifton hyderabad,"{""city"": ""hyderabad"", ""landmark"": ""clifton""}"
826,report_incident,register poor lighting at Johar Town Sukkur 🙏,"{""city"": ""Sukkur"", ""landmark"": ""Johar Town"", ""incident_type"": ""poor lighting""}"
6103,find_nearby_service,nearest Mechanic in Faisalabad,"{""city"": ""Faisalabad"", ""service"": ""Mechanic""}"
3621,driver_alerts_near_me,wrong way driver spotted Liberty Chowk faisalabad,"{""city"": ""faisalabad"", ""landmark"": ""Liberty Chowk""}"
493,report_incident,yahan fog hua hai near main boulevard Multan 🚗,"{""city"": ""Multan"", ""landmark"": ""main boulevard"", ""incident_type"": ""fog""}"
3514,driver_alerts_near_me,any rash drivers near saddar rawalpindi?,"{""city"": ""rawalpindi"", ""landmark"": ""saddar""}"
4125,road_condition_status,Signal out at johartown faisalabad?,"{""city"": ""faisalabad"", ""landmark"": ""johartown""}"
4018,road_condition_status,potholes near Kalma Chowk Sukkur?,"{""city"": ""Sukkur"", ""landmark"": ""Kalma Chowk""}"
650,report_incident,please log pothole at johartown Rawalpindi,"{""city"": ""Rawalpindi"", ""landmark"": ""johartown"", ""incident_type"": ""pothole""}"
5383,how_to_fix_issue,car fire what to do,"{""issue"": ""car fire""}"
5467,how_to_fix_issue,headlight failure ho jaye to kia karun,"{""issue"": ""headlight failure""}"
2566,ask_emergency_contact,contact Police please,"{""service"": ""Police""}"
6310,find_nearby_service,Hospital Emergency near me Quetta,"{""city"": ""Quetta"", ""service"": ""Hospital Emergency""}"
701,report_incident,report flooded road multan bahria town abhi,"{""city"": ""multan"", ""landmark"": ""bahria town"", ""incident_type"": ""flooded road""}"
256,report_incident,i saw a speed breaker damaged at kalma chowk in Sukkur 🌧️,"{""city"": ""Sukkur"", ""landmark"": ""kalma chowk"", ""incident_type"": ""speed breaker damaged""}"
5431,how_to_fix_issue,heavy rain driving ho jaye to kia karun,"{""issue"": ""heavy rain driving""}"
3819,driver_alerts_near_me,motorcycle without headlight near F-10 Markaz peshawar,"{""city"": ""peshawar"", ""landmark"": ""F-10 Markaz""}"
1410,ask_recent_incidents,ky Faisalbd me motorcycle without hadlight pdats han,"{""city"": ""Faisalabad"", ""incident_type"": ""motorcycle without headlight""}"
6189,find_nearby_service,Closest chhipa ambulance near f-10 markaz gujranwala 😬,"{""city"": ""gujranwala"", ""landmark"": ""f-10 markaz"", ""service"": ""Chhipa Ambulance""}"
5547,how_to_fix_issue,Gud me for fog driving 🆘,"{""issue"": ""fog driving""}"
869,report_incident,registr accdnt at man bolvrd skkr,"{""city"": ""sukkur"", ""landmark"": ""main boulevard"", ""incident_type"": ""accident""}"
433,report_incident,wrong-way driver ho gaya Kalma Chowk Karachi,"{""city"": ""Karachi"", ""landmark"": ""Kalma Chowk"", ""incident_type"": ""wrong-way driver""}"
1280,ask_recent_incidents,show latest broken signal near shadman market sialkot,"{""city"": ""sialkot"", ""landmark"": ""shadman market"", ""incident_type"": ""broken signal""}"
2022,ask_safe_route,avoid high risk roads between clifton Islamabad and Liberty Chowk Sukkur 🌧️,"{""city"": ""Islamabad"", ""city2"": ""Sukkur"", ""landmark"": ""clifton"", ""landmark2"": ""Liberty Chowk""}"
3723,driver_alerts_near_me,drunk driver near me Gujranwala,"{""city"": ""Gujranwala""}"
774,report_incident,report fog faisalabad canalroad abhi,"{""city"": ""faisalabad"", ""landmark"": ""canalroad"", ""incident_type"": ""fog""}"
3007,sos_help,urgent help required Kalma Chowk multan,"{""city"": ""multan"", ""landmark"": ""Kalma Chowk""}"
2176,ask_safe_route,is there a safer route to F-10 Markaz Sukkur from liberty chowk gujranwala,"{""city"": ""gujranwala"", ""city2"": ""Sukkur"", ""landmark"": ""liberty chowk"", ""landmark2"": ""F-10 Markaz""}"
954,report_incident,complaint pothole Rawalpindi f-10 markaz,"{""city"": ""Rawalpindi"", ""landmark"": ""f-10 markaz"", ""incident_type"": ""pothole""}"
4950,get_weather_alerts,hailstorm warning Gujranwala?,"{""city"": ""Gujranwala""}"
6408,find_nearby_service,nearby Rescue 1122 sukkur,"{""city"": ""sukkur"", ""service"": ""Rescue 1122""}"
2196,ask_safe_route,is there a safer route to F-10 Markaz Rawalpindi from canal road karachi,"{""city"": ""karachi"", ""city2"": ""Rawalpindi"", ""landmark"": ""canal road"", ""landmark2"": ""F-10 Markaz""}"
2969,sos_help,ss i ned help t johartown Rawalpind 😱,"{""city"": ""Rawalpindi"", ""landmark"": ""johartown""}"
6109,find_nearby_service,nearest Towing Service in sialkot,"{""city"": ""sialkot"", ""service"": ""Towing Service""}"
4461,road_condition_status,speed breaker damaged at canalroad karachi,"{""city"": ""karachi"", ""landmark"": ""canalroad""}"
5941,find_quick_tips,best practices for drunk driver driving,"{""incident_type"": ""drunk driver""}"
4567,get_weather_alerts,weather alert hyderabad,"{""city"": ""hyderabad""}"
5587,how_to_fix_issue,guide me for dead battery,"{""issue"": ""dead battery""}"
4920,get_weather_alerts,hailstorm warning krachi?,"{""city"": ""krachi""}"
3374,sos_help,emergency at kalma chowk Peshawar Fuel Delivery needed,"{""city"": ""Peshawar"", ""landmark"": ""kalma chowk"", ""service"": ""Fuel Delivery""}"
6081,find_nearby_service,nearest Police in quetta,"{""city"": ""quetta"", ""service"": ""Police""}"
1011,ask_recent_incidents,recent car fire in Quetta?,"{""city"": ""Quetta"", ""incident_type"": ""car fire""}"
4127,road_condition_status,signal out at shadmanmarket lahor?,"{""city"": ""lahor"", ""landmark"": ""shadmanmarket""}"
1003,ask_recent_incidents,recent speed breaker damaged in Gujranwala?,"{""city"": ""Gujranwala"", ""incident_type"": ""speed breaker damaged""}"
4323,road_condition_status,street lights not working in liberty chowk gujranwala,"{""city"": ""gujranwala"", ""landmark"": ""liberty chowk""}"
5967,find_quick_tips,safety advice motorcycle without headlight,"{""incident_type"": ""motorcycle without headlight""}"
319,report_incident,i saw a brake failure at johartown in Gujranwala,"{""city"": ""Gujranwala"", ""landmark"": ""johartown"", ""incident_type"": ""brake failure""}"
5302,how_to_fix_issue,stuck vehicle what to do,"{""issue"": ""stuck vehicle""}"
3038,sos_help,Urgent help required canal road lahore,"{""city"": ""Lahore"", ""landmark"": ""canal road""}"
6231,find_nearby_service,closest Police near Gulshan-e-Iqbal islamabad,"{""city"": ""islamabad"", ""landmark"": ""Gulshan-e-Iqbal"", ""service"": ""Police""}"
2421,ask_emergency_contact,emergency number for Police,"{""service"": ""Police""}"
5593,how_to_fix_issue,guide me for fog driving,"{""issue"": ""fog driving""}"
1170,ask_recent_incidents,aaj Islamabad me speed breaker damaged hua?,"{""city"": ""Islamabad"", ""incident_type"": ""speed breaker damaged""}"
2159,ask_safe_route,is there a safer route to Main Boulevard Hyderabad from gulshaneiqbal rawalpindi,"{""city"": ""rawalpindi"", ""city2"": ""Hyderabad"", ""landmark"": ""gulshaneiqbal"", ""landmark2"": ""Main Boulevard""}"
738,report_incident,report car fire lahoor Main Boulevard abhi,"{""city"": ""lahoor"", ""landmark"": ""Main Boulevard"", ""incident_type"": ""car fire""}"
5319,how_to_fix_issue,flat tyre what to do,"{""issue"": ""flat tyre""}"
3860,driver_alerts_near_me,overloaded van in hyderabad near Johar Town,"{""city"": ""hyderabad"", ""landmark"": ""Johar Town""}"
6375,find_nearby_service,Fuel Delivery near me Sialkot,"{""city"": ""Sialkot"", ""service"": ""Fuel Delivery""}"
4380,road_condition_status,street lights not working in Main Boulevard rawalpindi 😬,"{""city"": ""rawalpindi"", ""landmark"": ""Main Boulevard""}"
1936,ask_safe_route,safe rasta Canal Road rawalpindi se Clifton Islamabad,"{""city"": ""rawalpindi"", ""city2"": ""Islamabad"", ""landmark"": ""Canal Road"", ""landmark2"": ""Clifton""}"
3301,sos_help,please call Fuel Delivery at my location Gulshan-e-Iqbal Hyderabad,"{""city"": ""Hyderabad"", ""landmark"": ""Gulshan-e-Iqbal"", ""service"": ""Fuel Delivery""}"
3849,driver_alerts_near_me,motorcycle without headlight near libertychowk Gujranwala,"{""city"": ""Gujranwala"", ""landmark"": ""libertychowk""}"
4699,get_weather_alerts,fog alert on m2,{}
1715,ask_recent_incidents,Kal raat multan drunk driver?,"{""city"": ""multan"", ""incident_type"": ""drunk driver""}"
2719,ask_emergency_contact,help line Police,"{""service"": ""Police""}"
2799,ask_emergency_contact,Hospital Emergency ka number kya hai,"{""service"": ""Hospital Emergency""}"
910,report_incident,complaint brake failure sukkur Bahria Town,"{""city"": ""sukkur"", ""landmark"": ""Bahria Town"", ""incident_type"": ""brake failure""}"
2721,ask_emergency_contact,help line Fuel Delivery,"{""service"": ""Fuel Delivery""}"
4757,get_weather_alerts,heavy rain in Sialkot?,"{""city"": ""Sialkot""}"
1116,ask_recent_incidents,aaj hyderabad me poor lighting hua?,"{""city"": ""hyderabad"", ""incident_type"": ""poor lighting""}"
2270,ask_safe_route,route with fewer accidents from sialkot to Rawalpindi,"{""city"": ""sialkot"", ""city2"": ""Rawalpindi""}"
3939,driver_alerts_near_me,overloaded van in lahoor near saddar,"{""city"": ""lahoor"", ""landmark"": ""saddar""}"
2893,sos_help,sos i need help at kalmachowk Multan,"{""city"": ""Multan"", ""landmark"": ""kalmachowk""}"
6435,find_nearby_service,Nearby chhipa ambulance hyderabad,"{""city"": ""Hyderabad"", ""service"": ""Chhipa Ambulance""}"
4073,road_condition_status,potholes near Liberty Chowk islbd? 🆘,"{""city"": ""islbd"", ""landmark"": ""Liberty Chowk""}"
4878,get_weather_alerts,hailstorm warning Gujranwala?,"{""city"": ""Gujranwala""}"
4101,road_condition_status,signal out at clifton Faisalabad?,"{""city"": ""Faisalabad"", ""landmark"": ""clifton""}"
5679,find_quick_tips,Give me safety tips for reckless driver,"{""incident_type"": ""reckless driver""}"
5027,get_weather_alerts,Strong winds skkur?,"{""city"": ""Sukkur""}"
215,report_incident,report poor lighting near kalma chowk sialkot,"{""city"": ""sialkot"", ""landmark"": ""kalma chowk"", ""incident_type"": ""poor lighting""}"
5336,how_to_fix_issue,out of fuel what to do,"{""issue"": ""out of fuel""}"
2272,ask_safe_route,rote wth fewr accdnts from qett t Hydrabad,"{""city"": ""quetta"", ""city2"": ""Hyderabad""}"
5253,how_to_fix_issue,quick fix for brake failure 🙏,"{""issue"": ""brake failure""}"
1219,ask_recent_incidents,show latest pothole near Clifton Quetta 🌧️,"{""city"": ""Quetta"", ""landmark"": ""Clifton"", ""incident_type"": ""pothole""}"
2044,ask_safe_route,Avoid high risk rads betwen bhr town sialkot and cnal rad multan,"{""city"": ""Sialkot"", ""city2"": ""Multan"", ""landmark"": ""bahria town"", ""landmark2"": ""Canal Road""}"
4165,road_condition_status,signal out at Sddar hyderabd?,"{""city"": ""hyderabad"", ""landmark"": ""Saddar""}"
5323,how_to_fix_issue,headlight failure what to do,"{""issue"": ""headlight failure""}"
3729,driver_alerts_near_me,drunk driver near me hyderabad,"{""city"": ""hyderabad""}"
5906,find_quick_tips,best practices for hailstorm driving,"{""incident_type"": ""hailstorm""}"
3112,sos_help,accident help johartown multan,"{""city"": ""multan"", ""landmark"": ""johartown""}"
356,report_incident,drunk driver ho gaya Shadman Market Multan,"{""city"": ""Multan"", ""landmark"": ""Shadman Market"", ""incident_type"": ""drunk driver""}"
1173,ask_recent_incidents,aaj gujranwala me speed breaker damaged hua?,"{""city"": ""gujranwala"", ""incident_type"": ""speed breaker damaged""}"
2956,sos_help,sos i need help at saddar lahoor,"{""city"": ""lahoor"", ""landmark"": ""saddar""}"
2429,ask_emergency_contact,kis number par call karun for Motorway Police,"{""service"": ""Motorway Police""}"
1719,ask_recent_incidents,kal raat karachi motorcycle without headlight?,"{""city"": ""karachi"", ""incident_type"": ""motorcycle without headlight""}"
2608,ask_emergency_contact,contct Twing Srvice plase,"{""service"": ""Towing Service""}"
2980,sos_help,urgent help rquird clftn lahr 🙂,"{""city"": ""lahor"", ""landmark"": ""clifton""}"
3545,driver_alerts_near_me,wrong way driver spotted clifton karachi,"{""city"": ""karachi"", ""landmark"": ""clifton""}"
3303,sos_help,please call Fire Brigade at my location Liberty Chowk Lahore,"{""city"": ""Lahore"", ""landmark"": ""Liberty Chowk"", ""service"": ""Fire Brigade""}"
2895,sos_help,sos i need help at shadman market sialkot,"{""city"": ""sialkot"", ""landmark"": ""shadman market""}"
1126,ask_recent_incidents,aaj quetta me drunk driver hua?,"{""city"": ""quetta"", ""incident_type"": ""drunk driver""}"
5221,how_to_fix_issue,quick fix for heavy rain driving,"{""issue"": ""heavy rain driving""}"
6451,find_nearby_service,nearby Edhi Amblnce Qtt 🌧️,"{""city"": ""Quetta"", ""service"": ""Edhi Ambulance""}"
3118,sos_help,accident help saddar faisalabad,"{""city"": ""faisalabad"", ""landmark"": ""saddar""}"
5035,get_weather_alerts,strong winds Mltan? 🚨,"{""city"": ""Multan""}"
6104,find_nearby_service,nrst Edhi Ambulance n sialkot 🆘,"{""city"": ""sialkot"", ""service"": ""Edhi Ambulance""}"
4995,get_weather_alerts,strong winds sialkot?,"{""city"": ""sialkot""}"
1189,ask_recent_incidents,aaj Multan me brake failure hua?,"{""city"": ""Multan"", ""incident_type"": ""brake failure""}"
2493,ask_emergency_contact,kis number par call karun for Police,"{""service"": ""Police""}"
5347,how_to_fix_issue,dead battery what to do,"{""issue"": ""dead battery""}"
2018,ask_safe_route,Avoid high risk roads between saddar sialkot and liberty chowk sukkur 🆘,"{""city"": ""sialkot"", ""city2"": ""Sukkur"", ""landmark"": ""saddar"", ""landmark2"": ""Liberty Chowk""}"
5121,how_to_fix_issue,how to fix dead battery?,"{""issue"": ""dead battery""}"
5506,how_to_fix_issue,flat tyre ho jaye to kia karun,"{""issue"": ""flat tyre""}"
5138,how_to_fix_issue,how to fix heavy rain driving?,"{""issue"": ""heavy rain driving""}"
4277,road_condition_status,is libertychowk karachi flooded,"{""city"": ""karachi"", ""landmark"": ""libertychowk""}"
6248,find_nearby_service,closest Hospitl Emrgncy nar clifton multan,"{""city"": ""multan"", ""landmark"": ""clifton"", ""service"": ""Hospital Emergency""}"
4621,get_weather_alerts,Weather alert lahor,"{""city"": ""lahor""}"
5729,find_quick_tips,prevent heavy rain tips,"{""incident_type"": ""heavy rain""}"
961,report_incident,complaint drunk driver Hyderabad Bahria Town,"{""city"": ""Hyderabad"", ""landmark"": ""Bahria Town"", ""incident_type"": ""drunk driver""}"
4630,get_weather_alerts,fog alert on m2,{}
6136,find_nearby_service,nearest Hospital Emergency in Hyderabad 🚨,"{""city"": ""Hyderabad"", ""service"": ""Hospital Emergency""}"
81,confirm,sure,{}
4270,road_condition_status,Is clftn krachi flodd,"{""city"": ""krachi"", ""landmark"": ""clifton""}"
2243,ask_safe_route,route with fewer accidents from peshawar to Karachi,"{""city"": ""peshawar"", ""city2"": ""Karachi""}"
3774,driver_alerts_near_me,motorcycle without headlight near clifton Sukkur,"{""city"": ""Sukkur"", ""landmark"": ""clifton""}"
3099,sos_help,accdnt hlp mrrerod sukkr 🙏,"{""city"": ""sukkur"", ""landmark"": ""murreeroad""}"
2839,ask_emergency_contact,Mechanic ka number kya hai,"{""service"": ""Mechanic""}"
5294,how_to_fix_issue,heavy rain driving what to do,"{""issue"": ""heavy rain driving""}"
935,report_incident,complaint accident Quetta Saddar,"{""city"": ""Quetta"", ""landmark"": ""Saddar"", ""incident_type"": ""accident""}"
5999,find_quick_tips,safety advice motorcycle without headlight,"{""incident_type"": ""motorcycle without headlight""}"
5277,how_to_fix_issue,quick fix for out of fuel,"{""issue"": ""out of fuel""}"
876,report_incident,register reckless driver at bahriatown sukkur,"{""city"": ""sukkur"", ""landmark"": ""bahriatown"", ""incident_type"": ""reckless driver""}"
2934,sos_help,sos i need help at johartown sialkot,"{""city"": ""sialkot"", ""landmark"": ""johartown""}"
3493,driver_alerts_near_me,any rash drivers near Johar Town Hyderabad?,"{""city"": ""Hyderabad"", ""landmark"": ""Johar Town""}"
6174,find_nearby_service,closest Edhi Ambulance near shadmanmarket Islamabad,"{""city"": ""Islamabad"", ""landmark"": ""shadmanmarket"", ""service"": ""Edhi Ambulance""}"
5435,how_to_fix_issue,brake failure ho jaye to kia karun,"{""issue"": ""brake failure""}"
5949,find_quick_tips,safety advice pothole,"{""incident_type"": ""pothole""}"
5683,find_quick_tips,give me safety tips for drunk driver,"{""incident_type"": ""drunk driver""}"
894,report_incident,complaint car fire lahore shadmanmarket,"{""city"": ""lahore"", ""landmark"": ""shadmanmarket"", ""incident_type"": ""car fire""}"
3332,sos_help,emergency at Clifton Quetta Chhipa Ambulance needed,"{""city"": ""Quetta"", ""landmark"": ""Clifton"", ""service"": ""Chhipa Ambulance""}"
4466,road_condition_status,speed breaker damaged at Johar Town Hyderabad,"{""city"": ""Hyderabad"", ""landmark"": ""Johar Town""}"
4493,road_condition_status,speed breaker damaged at murreeroad Gujranwala,"{""city"": ""Gujranwala"", ""landmark"": ""murreeroad""}"
5558,how_to_fix_issue,guide me for flat tyre,"{""issue"": ""flat tyre""}"
5394,how_to_fix_issue,flat tyre what to do,"{""issue"": ""flat tyre""}"
4852,get_weather_alerts,hailstorm warning Lahore?,"{""city"": ""Lahore""}"
6124,find_nearby_service,nearest Hospital Emergency in Hyderabad,"{""city"": ""Hyderabad"", ""service"": ""Hospital Emergency""}"
68,how_to_fix_issue,guide me for {issue},{}
2173,ask_safe_route,is there a safer route to Main Boulevard Rawalpindi from Kalma Chowk Faisalabad,"{""city"": ""Faisalabad"", ""city2"": ""Rawalpindi"", ""landmark"": ""Kalma Chowk"", ""landmark2"": ""Main Boulevard""}"
5476,how_to_fix_issue,dead battery ho jaye to kia karun,"{""issue"": ""dead battery""}"
946,report_incident,complaint reckless driver islamabad saddar,"{""city"": ""islamabad"", ""landmark"": ""saddar"", ""incident_type"": ""reckless driver""}"
1083,ask_recent_incidents,recent halstorm n gujranwal? 🚗,"{""city"": ""gujranwala"", ""incident_type"": ""hailstorm""}"
1078,ask_recent_incidents,recent brake failure in islamabad?,"{""city"": ""islamabad"", ""incident_type"": ""brake failure""}"
369,report_incident,speed breaker damaged ho gaya liberty chowk multan,"{""city"": ""multan"", ""landmark"": ""liberty chowk"", ""incident_type"": ""speed breaker damaged""}"
471,report_incident,yahan accident hua hai near clifton Sukkur,"{""city"": ""Sukkur"", ""landmark"": ""clifton"", ""incident_type"": ""accident""}"
5071,how_to_fix_issue,how to fix out of fuel?,"{""issue"": ""out of fuel""}"
2702,ask_emergency_contact,help line Motorway Police,"{""service"": ""Motorway Police""}"
563,report_incident,please log car fire at canal road faisalabad,"{""city"": ""faisalabad"", ""landmark"": ""canal road"", ""incident_type"": ""car fire""}"
5346,how_to_fix_issue,headlight failure what to do,"{""issue"": ""headlight failure""}"
1832,ask_safe_route,best safe route from kalmachowk Peshawar to Johar Town Karachi,"{""city"": ""Peshawar"", ""city2"": ""Karachi"", ""landmark"": ""kalmachowk"", ""landmark2"": ""Johar Town""}"
1342,ask_recent_incidents,kya multan me wrong-way driver updates hain,"{""city"": ""multan"", ""incident_type"": ""wrong-way driver""}"
4528,get_weather_alerts,weather alert peshawar,"{""city"": ""peshawar""}"
1550,ask_recent_incidents,past 24h wrong-way driver lahor,"{""city"": ""lahor"", ""incident_type"": ""wrong-way driver""}"
3548,driver_alerts_near_me,wrong way driver spotted canalroad Quetta,"{""city"": ""Quetta"", ""landmark"": ""canalroad""}"
5594,how_to_fix_issue,guide me for heavy rain driving,"{""issue"": ""heavy rain driving""}"
2712,ask_emergency_contact,help line Fire Brigade,"{""service"": ""Fire Brigade""}"
3778,driver_alerts_near_me,mtrcycle withot hedlght near Murre Road Multn 😱,"{""city"": ""Multan"", ""landmark"": ""Murree Road""}"
4949,get_weather_alerts,hailstorm warning quetta? 😬,"{""city"": ""quetta""}"
5171,how_to_fix_issue,hw to fix stuck vhicle?,"{""issue"": ""stuck vehicle""}"
2070,ask_safe_route,avoid high risk roads between saddar gujranwala and Main Boulevard Hyderabad 🚨,"{""city"": ""gujranwala"", ""city2"": ""Hyderabad"", ""landmark"": ""saddar"", ""landmark2"": ""Main Boulevard""}"
101,fallback,kya,{}
1873,ask_safe_route,best safe route from saddar hyderabad to Canal Road Gujranwala,"{""city"": ""hyderabad"", ""city2"": ""Gujranwala"", ""landmark"": ""saddar"", ""landmark2"": ""Canal Road""}"
1931,ask_safe_route,safe rasta murree road lahoor se Kalma Chowk Multan 🙏,"{""city"": ""lahoor"", ""city2"": ""Multan"", ""landmark"": ""murree road"", ""landmark2"": ""Kalma Chowk""}"
2630,ask_emergency_contact,Cntct mechanc plese,"{""service"": ""Mechanic""}"
6092,find_nearby_service,nearest Hospital Emergency in Quetta,"{""city"": ""Quetta"", ""service"": ""Hospital Emergency""}"
3912,driver_alerts_near_me,ovrladed van in lhor nr Glshn--Iqbal,"{""city"": ""lahoor"", ""landmark"": ""Gulshan-e-Iqbal""}"
6235,find_nearby_service,closest Towing Service near shadmanmarket Faisalabad,"{""city"": ""Faisalabad"", ""landmark"": ""shadmanmarket"", ""service"": ""Towing Service""}"
5144,how_to_fix_issue,how to fix brake failure?,"{""issue"": ""brake failure""}"
4446,road_condition_status,speed breaker damaged at liberty chowk peshawar,"{""city"": ""peshawar"", ""landmark"": ""liberty chowk""}"
3092,sos_help,accident help johartown Hyderabad,"{""city"": ""Hyderabad"", ""landmark"": ""johartown""}"
4503,road_condition_status,speed breaker damaged at mainboulevard sialkot,"{""city"": ""sialkot"", ""landmark"": ""mainboulevard""}"
2027,ask_safe_route,avoid high risk roads between F-10 Markaz Sialkot and Kalma Chowk Quetta,"{""city"": ""Sialkot"", ""city2"": ""Quetta"", ""landmark"": ""F-10 Markaz"", ""landmark2"": ""Kalma Chowk""}"
