id,type,title,description,location,severity,date,source
71,weather_emergency,Car caught fire,"Engine fire reported, rescue teams dispatched.",Multan,Critical,2025-09-24T05:28:00,https://www.geo.tv/
72,weather_emergency,Hailstorm warning,Chances of hailstorm affecting traffic in city.,Lahore,High,2024-09-15T22:38:00,User Report (Chatbot)
73,weather_emergency,Hailstorm warning,Chances of hailstorm affecting traffic in city.,Faisalabad,Critical,2025-08-24T16:35:00,Pakistan Meteorological Dept.
74,weather_emergency,Brake failure incident,Car lost control due to brake failure.,Gujranwala,Medium,2024-10-12T20:55:00,https://arynews.tv/
75,weather_emergency,Strong wind alert,High winds may topple motorcycles or signboards.,Sukkur,Medium,2025-08-17T13:55:00,Pakistan Meteorological Dept.
76,weather_emergency,Brake failure incident,Car lost control due to brake failure.,Karachi,Low,2024-12-29T11:19:00,https://arynews.tv/
77,weather_emergency,Heavy rain warning,Slippery roads due to ongoing rain.,Gujranwala,High,2025-05-16T20:26:00,Pakistan Meteorological Dept.
78,weather_emergency,Brake failure incident,Car lost control due to brake failure.,Multan,Critical,2025-03-20T16:26:00,Pakistan Meteorological Dept.
79,weather_emergency,Strong wind alert,High winds may topple motorcycles or signboards.,Karachi,High,2025-04-11T16:16:00,https://www.dawn.com/
80,weather_emergency,Heavy rain warning,Slippery roads due to ongoing rain.,Gujranwala,Low,2025-01-15T01:13:00,Pakistan Meteorological Dept.
81,weather_emergency,Brake failure incident,Car lost control due to brake failure.,Multan,Critical,2025-01-29T06:24:00,Pakistan Meteorological Dept.
82,weather_emergency,Heatwave alert,"Extreme heat expected, risk of tire bursts.",Gujranwala,Low,2025-02-18T00:37:00,Pakistan Meteorological Dept.
83,weather_emergency,Hailstorm warning,Chances of hailstorm affecting traffic in city.,Gujranwala,Medium,2024-11-24T08:46:00,https://www.dawn.com/
84,weather_emergency,Heatwave alert,"Extreme heat expected, risk of tire bursts.",Peshawar,High,2025-08-12T23:19:00,https://www.dawn.com/
85,weather_emergency,Brake failure incident,Car lost control due to brake failure.,Quetta,Low,2025-08-06T13:28:00,https://www.dawn.com/
86,weather_emergency,Heatwave alert,"Extreme heat expected, risk of tire bursts.",Lahore,Critical,2024-10-22T04:04:00,User Report (Chatbot)
87,weather_emergency,Gas cylinder blast,"Cylinder exploded inside van, causing panic.",Karachi,Medium,2025-07-01T02:30:00,User Report (Chatbot)
88,weather_emergency,Strong wind alert,High winds may topple motorcycles or signboards.,Gujranwala,Medium,2025-08-31T03:42:00,https://www.geo.tv/
89,weather_emergency,Brake failure incident,Car lost control due to brake failure.,Faisalabad,High,2024-11-09T13:41:00,User Report (Chatbot)
90,weather_emergency,Strong wind alert,High winds may topple motorcycles or signboards.,Quetta,Critical,2025-02-11T14:30:00,https://www.geo.tv/
91,weather_emergency,Fog alert,Dense fog reducing visibility on motorway.,Islamabad,High,2025-08-26T06:33:00,https://www.geo.tv/
92,weather_emergency,Car caught fire,"Engine fire reported, rescue teams dispatched.",Lahore,Medium,2024-11-28T10:15:00,User Report (Chatbot)
93,weather_emergency,Gas cylinder blast,"Cylinder exploded inside van, causing panic.",Sialkot,Medium,2024-12-14T11:43:00,User Report (Chatbot)
94,weather_emergency,Heavy rain warning,Slippery roads due to ongoing rain.,Multan,Medium,2025-04-10T17:13:00,User Report (Chatbot)
95,weather_emergency,Strong wind alert,High winds may topple motorcycles or signboards.,Karachi,Medium,2024-09-07T14:39:00,https://arynews.tv/
96,weather_emergency,Flood on road,Flash floods blocking main highway.,Hyderabad,High,2025-04-12T05:56:00,https://www.dawn.com/
97,weather_emergency,Flood on road,Flash floods blocking main highway.,Rawalpindi,High,2025-05-01T21:19:00,User Report (Chatbot)
98,weather_emergency,Gas cylinder blast,"Cylinder exploded inside van, causing panic.",Hyderabad,Critical,2024-11-03T14:20:00,https://www.dawn.com/
99,weather_emergency,Bridge collapse risk,Authorities warned about weakening flyover structure.,Lahore,Medium,2025-02-03T19:33:00,https://www.dawn.com/
100,weather_emergency,Brake failure incident,Car lost control due to brake failure.,Hyderabad,Medium,2024-12-20T21:12:00,https://arynews.tv/
101,weather_emergency,Bridge collapse risk,Authorities warned about weakening flyover structure.,Sialkot,Critical,2025-06-20T05:18:00,User Report (Chatbot)
102,weather_emergency,Gas cylinder blast,"Cylinder exploded inside van, causing panic.",Karachi,Critical,2024-12-16T00:29:00,https://arynews.tv/
103,weather_emergency,Bridge collapse risk,Authorities warned about weakening flyover structure.,Gujranwala,Low,2025-06-12T14:40:00,https://www.geo.tv/
104,weather_emergency,Fog alert,Dense fog reducing visibility on motorway.,Faisalabad,Medium,2024-11-20T22:51:00,https://arynews.tv/
105,weather_emergency,Strong wind alert,High winds may topple motorcycles or signboards.,Rawalpindi,Low,2024-11-18T15:28:00,Pakistan Meteorological Dept.
106,weather_emergency,Gas cylinder blast,"Cylinder exploded inside van, causing panic.",Peshawar,High,2024-09-29T21:50:00,https://www.dawn.com/
107,weather_emergency,Strong wind alert,High winds may topple motorcycles or signboards.,Multan,Low,2025-07-24T13:01:00,https://arynews.tv/
108,weather_emergency,Heatwave alert,"Extreme heat expected, risk of tire bursts.",Karachi,Critical,2025-03-10T00:38:00,https://arynews.tv/
109,weather_emergency,Hailstorm warning,Chances of hailstorm affecting traffic in city.,Hyderabad,Medium,2025-08-02T07:12:00,https://arynews.tv/
110,weather_emergency,Flood on road,Flash floods blocking main highway.,Karachi,Low,2025-03-28T05:51:00,Pakistan Meteorological Dept.
111,weather_emergency,Strong wind alert,High winds may topple motorcycles or signboards.,Multan,High,2024-11-13T03:55:00,https://www.dawn.com/
112,weather_emergency,Flood on road,Flash floods blocking main highway.,Islamabad,High,2024-09-22T03:27:00,User Report (Chatbot)
113,weather_emergency,Strong wind alert,High winds may topple motorcycles or signboards.,Sukkur,Low,2025-01-06T20:31:00,https://arynews.tv/
114,weather_emergency,Car caught fire,"Engine fire reported, rescue teams dispatched.",Gujranwala,Low,2025-03-31T22:51:00,https://www.dawn.com/
115,weather_emergency,Gas cylinder blast,"Cylinder exploded inside van, causing panic.",Rawalpindi,Low,2025-05-26T23:25:00,https://arynews.tv/
116,weather_emergency,Hailstorm warning,Chances of hailstorm affecting traffic in city.,Lahore,Low,2025-09-25T19:20:00,https://www.geo.tv/
117,weather_emergency,Hailstorm warning,Chances of hailstorm affecting traffic in city.,Quetta,Low,2025-04-30T02:44:00,https://www.dawn.com/
118,weather_emergency,Heavy rain warning,Slippery roads due to ongoing rain.,Karachi,Medium,2024-11-28T08:09:00,https://arynews.tv/
119,weather_emergency,Heavy rain warning,Slippery roads due to ongoing rain.,Lahore,Low,2025-01-03T22:42:00,Pakistan Meteorological Dept.
120,weather_emergency,Hailstorm warning,Chances of hailstorm affecting traffic in city.,Sialkot,High,2025-01-23T10:50:00,https://www.geo.tv/
121,weather_emergency,Car caught fire,"Engine fire reported, rescue teams dispatched.",Lahore,Low,2025-05-10T05:42:00,https://arynews.tv/
122,weather_emergency,Heavy rain warning,Slippery roads due to ongoing rain.,Sialkot,High,2024-10-06T13:29:00,Pakistan Meteorological Dept.
123,weather_emergency,Car caught fire,"Engine fire reported, rescue teams dispatched.",Lahore,Medium,2025-07-05T15:17:00,https://www.geo.tv/
124,weather_emergency,Heavy rain warning,Slippery roads due to ongoing rain.,Islamabad,Critical,2025-03-10T19:29:00,Pakistan Meteorological Dept.
125,weather_emergency,Heatwave alert,"Extreme heat expected, risk of tire bursts.",Gujranwala,Low,2025-06-13T00:43:00,https://www.dawn.com/
126,weather_emergency,Car caught fire,"Engine fire reported, rescue teams dispatched.",Hyderabad,Critical,2024-09-09T19:12:00,https://www.dawn.com/
127,weather_emergency,Strong wind alert,High winds may topple motorcycles or signboards.,Multan,Medium,2024-12-09T14:40:00,https://arynews.tv/
128,weather_emergency,Strong wind alert,High winds may topple motorcycles or signboards.,Faisalabad,High,2025-07-28T07:07:00,https://arynews.tv/
129,weather_emergency,Car caught fire,"Engine fire reported, rescue teams dispatched.",Sukkur,High,2024-09-14T10:56:00,https://www.dawn.com/
130,weather_emergency,Hailstorm warning,Chances of hailstorm affecting traffic in city.,Islamabad,Medium,2024-10-14T00:56:00,https://arynews.tv/
131,weather_emergency,Hailstorm warning,Chances of hailstorm affecting traffic in city.,Quetta,High,2025-06-21T08:06:00,https://www.dawn.com/
132,weather_emergency,Heatwave alert,"Extreme heat expected, risk of tire bursts.",Sukkur,Critical,2024-11-23T20:47:00,https://www.dawn.com/
133,weather_emergency,Car caught fire,"Engine fire reported, rescue teams dispatched.",Islamabad,Medium,2025-08-21T14:06:00,https://arynews.tv/
134,weather_emergency,Heavy rain warning,Slippery roads due to ongoing rain.,Multan,Medium,2024-10-24T15:19:00,https://arynews.tv/
135,weather_emergency,Brake failure incident,Car lost control due to brake failure.,Sialkot,Critical,2025-05-21T12:53:00,https://www.geo.tv/
136,weather_emergency,Brake failure incident,Car lost control due to brake failure.,Gujranwala,Critical,2025-01-14T02:58:00,https://arynews.tv/
137,weather_emergency,Bridge collapse risk,Authorities warned about weakening flyover structure.,Quetta,Critical,2025-04-09T17:34:00,https://arynews.tv/
138,weather_emergency,Flood on road,Flash floods blocking main highway.,Multan,High,2024-09-10T06:26:00,https://www.dawn.com/
139,weather_emergency,Heavy rain warning,Slippery roads due to ongoing rain.,Peshawar,Medium,2025-02-13T17:03:00,Pakistan Meteorological Dept.
140,weather_emergency,Gas cylinder blast,"Cylinder exploded inside van, causing panic.",Sialkot,Low,2025-02-10T17:25:00,https://www.geo.tv/
141,weather_emergency,Brake failure incident,Car lost control due to brake failure.,Faisalabad,High,2025-03-04T13:01:00,Pakistan Meteorological Dept.
142,weather_emergency,Hailstorm warning,Chances of hailstorm affecting traffic in city.,Karachi,Low,2025-02-02T01:12:00,https://www.geo.tv/
143,weather_emergency,Bridge collapse risk,Authorities warned about weakening flyover structure.,Peshawar,Critical,2025-03-13T15:17:00,https://www.geo.tv/
144,weather_emergency,Hailstorm warning,Chances of hailstorm affecting traffic in city.,Sukkur,Low,2024-11-13T03:16:00,https://arynews.tv/
145,weather_emergency,Brake failure incident,Car lost control due to brake failure.,Sukkur,Medium,2025-08-04T16:25:00,https://www.dawn.com/
146,weather_emergency,Heavy rain warning,Slippery roads due to ongoing rain.,Karachi,High,2025-05-09T10:23:00,Pakistan Meteorological Dept.
147,weather_emergency,Brake failure incident,Car lost control due to brake failure.,Gujranwala,Medium,2025-03-22T11:57:00,User Report (Chatbot)
148,weather_emergency,Hailstorm warning,Chances of hailstorm affecting traffic in city.,Faisalabad,High,2024-09-29T10:24:00,https://arynews.tv/
149,weather_emergency,Strong wind alert,High winds may topple motorcycles or signboards.,Faisalabad,Medium,2024-09-25T07:11:00,https://arynews.tv/
150,weather_emergency,Bridge collapse risk,Authorities warned about weakening flyover structure.,Quetta,High,2025-07-30T16:05:00,https://arynews.tv/
151,weather_emergency,Heavy rain warning,Slippery roads due to ongoing rain.,Hyderabad,Medium,2025-09-20T20:04:00,https://www.geo.tv/
152,weather_emergency,Gas cylinder blast,"Cylinder exploded inside van, causing panic.",Multan,Low,2025-02-13T08:37:00,User Report (Chatbot)
153,weather_emergency,Heavy rain warning,Slippery roads due to ongoing rain.,Karachi,High,2025-01-24T03:02:00,https://www.dawn.com/
154,weather_emergency,Heatwave alert,"Extreme heat expected, risk of tire bursts.",Hyderabad,Critical,2025-03-04T02:43:00,Pakistan Meteorological Dept.
155,weather_emergency,Gas cylinder blast,"Cylinder exploded inside van, causing panic.",Sialkot,Critical,2025-09-15T14:30:00,Pakistan Meteorological Dept.
156,weather_emergency,Gas cylinder blast,"Cylinder exploded inside van, causing panic.",Rawalpindi,High,2025-02-10T16:16:00,https://www.geo.tv/
157,weather_emergency,Strong wind alert,High winds may topple motorcycles or signboards.,Gujranwala,High,2025-06-28T02:10:00,https://www.dawn.com/
158,weather_emergency,Bridge collapse risk,Authorities warned about weakening flyover structure.,Sialkot,Medium,2025-01-09T13:11:00,https://arynews.tv/
159,weather_emergency,Bridge collapse risk,Authorities warned about weakening flyover structure.,Gujranwala,Medium,2025-09-11T01:52:00,User Report (Chatbot)
160,weather_emergency,Gas cylinder blast,"Cylinder exploded inside van, causing panic.",Sialkot,High,2024-09-23T16:55:00,https://arynews.tv/
161,weather_emergency,Car caught fire,"Engine fire reported, rescue teams dispatched.",Hyderabad,Critical,2025-05-14T01:49:00,https://www.geo.tv/
162,weather_emergency,Heatwave alert,"Extreme heat expected, risk of tire bursts.",Multan,Medium,2025-09-13T10:38:00,https://www.dawn.com/
163,weather_emergency,Gas cylinder blast,"Cylinder exploded inside van, causing panic.",Sialkot,Critical,2024-09-10T02:39:00,https://www.geo.tv/
164,weather_emergency,Flood on road,Flash floods blocking main highway.,Karachi,Low,2025-04-24T02:42:00,https://www.dawn.com/
165,weather_emergency,Bridge collapse risk,Authorities warned about weakening flyover structure.,Peshawar,Critical,2025-07-30T16:16:00,https://arynews.tv/
166,weather_emergency,Strong wind alert,High winds may topple motorcycles or signboards.,Faisalabad,Critical,2025-04-10T11:37:00,https://arynews.tv/
167,weather_emergency,Hailstorm warning,Chances of hailstorm affecting traffic in city.,Multan,High,2024-10-28T11:23:00,Pakistan Meteorological Dept.
168,weather_emergency,Gas cylinder blast,"Cylinder exploded inside van, causing panic.",Sialkot,Low,2025-01-23T12:30:00,Pakistan Meteorological Dept.
169,weather_emergency,Flood on road,Flash floods blocking main highway.,Quetta,Medium,2025-09-16T19:47:00,User Report (Chatbot)
170,weather_emergency,Gas cylinder blast,"Cylinder exploded inside van, causing panic.",Sialkot,Medium,2024-10-22T18:55:00,https://www.dawn.com/
171,weather_emergency,Hailstorm warning,Chances of hailstorm affecting traffic in city.,Gujranwala,Low,2024-11-15T19:49:00,https://arynews.tv/
172,weather_emergency,Strong wind alert,High winds may topple motorcycles or signboards.,Faisalabad,Critical,2024-10-22T02:57:00,https://www.geo.tv/
173,weather_emergency,Flood on road,Flash floods blocking main highway.,Hyderabad,Medium,2025-01-27T19:01:00,Pakistan Meteorological Dept.
174,weather_emergency,Heatwave alert,"Extreme heat expected, risk of tire bursts.",Karachi,Critical,2024-09-30T06:37:00,User Report (Chatbot)
175,weather_emergency,Bridge collapse risk,Authorities warned about weakening flyover structure.,Quetta,Critical,2024-10-20T06:13:00,User Report (Chatbot)
176,weather_emergency,Heavy rain warning,Slippery roads due to ongoing rain.,Lahore,Low,2025-03-17T17:50:00,https://www.geo.tv/
177,weather_emergency,Hailstorm warning,Chances of hailstorm affecting traffic in city.,Quetta,Low,2025-05-21T09:47:00,https://www.dawn.com/
178,weather_emergency,Fog alert,Dense fog reducing visibility on motorway.,Hyderabad,High,2024-09-22T18:51:00,https://www.dawn.com/
179,weather_emergency,Heatwave alert,"Extreme heat expected, risk of tire bursts.",Lahore,Critical,2024-11-19T02:36:00,https://www.geo.tv/
180,weather_emergency,Hailstorm warning,Chances of hailstorm affecting traffic in city.,Rawalpindi,Critical,2024-12-24T04:08:00,https://www.dawn.com/
181,weather_emergency,Brake failure incident,Car lost control due to brake failure.,Peshawar,Critical,2024-12-06T12:50:00,Pakistan Meteorological Dept.
182,weather_emergency,Gas cylinder blast,"Cylinder exploded inside van, causing panic.",Multan,High,2025-04-10T01:22:00,Pakistan Meteorological Dept.
183,weather_emergency,Strong wind alert,High winds may topple motorcycles or signboards.,Rawalpindi,Medium,2024-10-18T02:07:00,https://www.dawn.com/
184,weather_emergency,Hailstorm warning,Chances of hailstorm affecting traffic in city.,Quetta,Low,2024-11-12T02:02:00,https://www.dawn.com/
185,weather_emergency,Strong wind alert,High winds may topple motorcycles or signboards.,Islamabad,High,2025-03-05T19:22:00,https://www.dawn.com/
186,weather_emergency,Bridge collapse risk,Authorities warned about weakening flyover structure.,Sukkur,High,2025-09-04T17:41:00,https://www.dawn.com/
187,weather_emergency,Bridge collapse risk,Authorities warned about weakening flyover structure.,Islamabad,Medium,2025-02-07T21:38:00,Pakistan Meteorological Dept.
188,weather_emergency,Flood on road,Flash floods blocking main highway.,Lahore,Critical,2025-05-18T06:45:00,https://www.dawn.com/
189,weather_emergency,Fog alert,Dense fog reducing visibility on motorway.,Karachi,Low,2025-03-07T15:09:00,User Report (Chatbot)
190,weather_emergency,Brake failure incident,Car lost control due to brake failure.,Islamabad,Low,2025-03-04T22:44:00,Pakistan Meteorological Dept.
191,weather_emergency,Hailstorm warning,Chances of hailstorm affecting traffic in city.,Lahore,Medium,2025-09-25T12:56:00,User Report (Chatbot)
192,weather_emergency,Car caught fire,"Engine fire reported, rescue teams dispatched.",Gujranwala,Medium,2025-07-20T03:26:00,User Report (Chatbot)
193,weather_emergency,Gas cylinder blast,"Cylinder exploded inside van, causing panic.",Multan,Low,2024-10-11T02:24:00,https://arynews.tv/
194,weather_emergency,Brake failure incident,Car lost control due to brake failure.,Rawalpindi,High,2025-07-12T22:34:00,Pakistan Meteorological Dept.
195,weather_emergency,Fog alert,Dense fog reducing visibility on motorway.,Multan,Low,2024-09-21T06:48:00,Pakistan Meteorological Dept.
196,weather_emergency,Car caught fire,"Engine fire reported, rescue teams dispatched.",Multan,Critical,2025-02-27T13:03:00,https://www.dawn.com/
197,weather_emergency,Strong wind alert,High winds may topple motorcycles or signboards.,Rawalpindi,High,2025-05-29T08:33:00,https://arynews.tv/
198,weather_emergency,Bridge collapse risk,Authorities warned about weakening flyover structure.,Islamabad,Critical,2025-04-23T08:53:00,User Report (Chatbot)
199,weather_emergency,Gas cylinder blast,"Cylinder exploded inside van, causing panic.",Quetta,Low,2025-05-14T02:08:00,https://arynews.tv/
200,weather_emergency,Gas cylinder blast,"Cylinder exploded inside van, causing panic.",Sukkur,High,2025-07-20T05:42:00,User Report (Chatbot)
201,weather_emergency,Gas cylinder blast,"Cylinder exploded inside van, causing panic.",Gujranwala,Low,2024-12-23T13:24:00,https://www.geo.tv/
202,weather_emergency,Gas cylinder blast,"Cylinder exploded inside van, causing panic.",Hyderabad,Critical,2025-08-30T17:15:00,https://arynews.tv/
203,weather_emergency,Heatwave alert,"Extreme heat expected, risk of tire bursts.",Sukkur,Medium,2025-03-06T01:31:00,Pakistan Meteorological Dept.
204,weather_emergency,Gas cylinder blast,"Cylinder exploded inside van, causing panic.",Quetta,Low,2025-06-01T06:06:00,User Report (Chatbot)
