id,type,title,description,location,severity,date,source
26,driver_alert,Dangerous overtaking,Truck overtaking in no-overtake zone.,Faisalabad,High,2024-09-30T02:57:00,User Report (Chatbot)
27,driver_alert,No seatbelt driver,Car driver caught driving without wearing a seatbelt.,Peshawar,High,2024-11-02T06:09:00,User Report (Chatbot)
28,driver_alert,No seatbelt driver,Car driver caught driving without wearing a seatbelt.,Sukkur,Medium,2025-04-02T07:07:00,User Report (Chatbot)
29,driver_alert,Motorcycle without headlight,Bike speeding without headlight near Johar Town.,Lahore,Medium,2025-03-17T07:21:00,User Report (Chatbot)
30,driver_alert,Motorcycle without headlight,Bike speeding without headlight near Johar Town.,Multan,Critical,2025-07-16T06:13:00,Local Traffic Police Report
31,driver_alert,Dangerous overtaking,Truck overtaking in no-overtake zone.,Quetta,Low,2025-05-30T03:08:00,Local Traffic Police Report
32,driver_alert,School van overloaded,Van carrying children beyond capacity spotted.,Faisalabad,Low,2025-01-21T21:59:00,Community Safety App
33,driver_alert,Drunk driving suspected,Black car weaving dangerously between lanes.,Rawalpindi,High,2024-12-24T18:35:00,Local Traffic Police Report
34,driver_alert,Overspeeding bus,Passenger bus seen overspeeding on main road.,Sialkot,Medium,2025-04-27T19:39:00,User Report (Chatbot)
35,driver_alert,Reckless driver spotted,A driver in a white Corolla overspeeding and lane-cutting.,Peshawar,Medium,2024-12-23T21:52:00,Local Traffic Police Report
36,driver_alert,Dangerous overtaking,Truck overtaking in no-overtake zone.,Faisalabad,Critical,2024-10-07T17:34:00,Community Safety App
37,driver_alert,Drunk driving suspected,Black car weaving dangerously between lanes.,Rawalpindi,Critical,2025-07-21T04:05:00,Community Safety App
38,driver_alert,Overspeeding bus,Passenger bus seen overspeeding on main road.,Lahore,Critical,2025-01-12T08:29:00,User Report (Chatbot)
39,driver_alert,Wrong-way driver,Motorcyclist driving on the wrong side near market.,Hyderabad,High,2024-12-28T01:14:00,User Report (Chatbot)
40,driver_alert,No seatbelt driver,Car driver caught driving without wearing a seatbelt.,Quetta,Critical,2025-09-04T20:49:00,Local Traffic Police Report
41,driver_alert,Motorcycle without headlight,Bike speeding without headlight near Johar Town.,Lahore,Low,2025-09-01T14:37:00,User Report (Chatbot)
42,driver_alert,Motorcycle without headlight,Bike speeding without headlight near Johar Town.,Sukkur,Medium,2025-09-21T17:43:00,User Report (Chatbot)
43,driver_alert,Motorcycle without headlight,Bike speeding without headlight near Johar Town.,Multan,Low,2024-12-30T04:40:00,Local Traffic Police Report
44,driver_alert,Wrong-way driver,Motorcyclist driving on the wrong side near market.,Sukkur,Critical,2024-12-04T17:53:00,Local Traffic Police Report
45,driver_alert,Drunk driving suspected,Black car weaving dangerously between lanes.,Quetta,High,2025-08-14T08:05:00,Community Safety App
46,driver_alert,Overspeeding bus,Passenger bus seen overspeeding on main road.,Karachi,Critical,2024-09-04T23:09:00,User Report (Chatbot)
47,driver_alert,Overspeeding bus,Passenger bus seen overspeeding on main road.,Rawalpindi,Medium,2025-05-11T22:57:00,User Report (Chatbot)
48,driver_alert,Reckless driver spotted,A driver in a white Corolla overspeeding and lane-cutting.,Sialkot,High,2025-04-20T08:00:00,Community Safety App
49,driver_alert,Mobile use while driving,Driver seen texting while driving at high speed.,Quetta,High,2024-11-14T02:25:00,Local Traffic Police Report
50,driver_alert,Wrong lane change,Taxi changing lanes without indicators.,Sukkur,Critical,2024-11-01T20:13:00,Community Safety App
51,driver_alert,School van overloaded,Van carrying children beyond capacity spotted.,Sukkur,Low,2025-05-31T07:45:00,Local Traffic Police Report
52,driver_alert,Overspeeding bus,Passenger bus seen overspeeding on main road.,Islamabad,Low,2024-12-14T20:22:00,User Report (Chatbot)
53,driver_alert,Mobile use while driving,Driver seen texting while driving at high speed.,Quetta,Medium,2024-11-19T09:22:00,Local Traffic Police Report
54,driver_alert,No seatbelt driver,Car driver caught driving without wearing a seatbelt.,Karachi,High,2025-04-29T15:49:00,User Report (Chatbot)
55,driver_alert,School van overloaded,Van carrying children beyond capacity spotted.,Sialkot,Critical,2025-07-17T09:48:00,Community Safety App
56,driver_alert,Reckless driver spotted,A driver in a white Corolla overspeeding and lane-cutting.,Faisalabad,Critical,2025-06-26T10:15:00,User Report (Chatbot)
57,driver_alert,Overspeeding bus,Passenger bus seen overspeeding on main road.,Quetta,Low,2025-06-24T04:52:00,Local Traffic Police Report
58,driver_alert,Dangerous overtaking,Truck overtaking in no-overtake zone.,Multan,Critical,2025-03-08T12:22:00,Community Safety App
59,driver_alert,Dangerous overtaking,Truck overtaking in no-overtake zone.,Peshawar,Low,2025-03-30T12:29:00,Community Safety App
60,driver_alert,Dangerous overtaking,Truck overtaking in no-overtake zone.,Quetta,Medium,2025-03-07T08:48:00,Local Traffic Police Report
61,driver_alert,Drunk driving suspected,Black car weaving dangerously between lanes.,Sukkur,Low,2024-11-03T01:37:00,User Report (Chatbot)
62,driver_alert,Wrong-way driver,Motorcyclist driving on the wrong side near market.,Lahore,Critical,2024-10-31T01:15:00,User Report (Chatbot)
63,driver_alert,Overspeeding bus,Passenger bus seen overspeeding on main road.,Multan,Medium,2025-02-24T19:52:00,Local Traffic Police Report
64,driver_alert,Drunk driving suspected,Black car weaving dangerously between lanes.,Rawalpindi,Medium,2025-06-27T16:34:00,Community Safety App
65,driver_alert,Motorcycle without headlight,Bike speeding without headlight near Johar Town.,Sukkur,Critical,2024-12-22T10:53:00,Community Safety App
66,driver_alert,Drunk driving suspected,Black car weaving dangerously between lanes.,Multan,Critical,2025-06-25T12:47:00,Local Traffic Police Report
67,driver_alert,Overspeeding bus,Passenger bus seen overspeeding on main road.,Gujranwala,High,2025-01-15T22:40:00,User Report (Chatbot)
68,driver_alert,No seatbelt driver,Car driver caught driving without wearing a seatbelt.,Quetta,Medium,2025-04-04T04:30:00,User Report (Chatbot)
69,driver_alert,School van overloaded,Van carrying children beyond capacity spotted.,Karachi,High,2024-10-09T02:29:00,Community Safety App
70,driver_alert,Overspeeding bus,Passenger bus seen overspeeding on main road.,Sialkot,Medium,2025-04-27T16:17:00,User Report (Chatbot)
71,driver_alert,School van overloaded,Van carrying children beyond capacity spotted.,Sukkur,Low,2025-04-11T02:37:00,Local Traffic Police Report
72,driver_alert,Overspeeding bus,Passenger bus seen overspeeding on main road.,Peshawar,Medium,2025-08-06T09:29:00,Community Safety App
73,driver_alert,Dangerous overtaking,Truck overtaking in no-overtake zone.,Peshawar,Low,2024-11-08T07:08:00,User Report (Chatbot)
74,driver_alert,Mobile use while driving,Driver seen texting while driving at high speed.,Lahore,High,2025-03-11T01:28:00,Local Traffic Police Report
75,driver_alert,Drunk driving suspected,Black car weaving dangerously between lanes.,Lahore,High,2025-07-19T23:03:00,Community Safety App
76,driver_alert,Wrong-way driver,Motorcyclist driving on the wrong side near market.,Sialkot,Medium,2025-06-10T14:19:00,Community Safety App
77,driver_alert,Wrong-way driver,Motorcyclist driving on the wrong side near market.,Quetta,Medium,2025-06-16T16:52:00,User Report (Chatbot)
78,driver_alert,Motorcycle without headlight,Bike speeding without headlight near Johar Town.,Gujranwala,Low,2025-05-14T21:07:00,Community Safety App
79,driver_alert,Motorcycle without headlight,Bike speeding without headlight near Johar Town.,Sukkur,High,2024-10-11T11:27:00,Community Safety App
80,driver_alert,Dangerous overtaking,Truck overtaking in no-overtake zone.,Sukkur,Low,2025-08-25T19:52:00,Community Safety App
81,driver_alert,No seatbelt driver,Car driver caught driving without wearing a seatbelt.,Gujranwala,Critical,2025-09-04T01:40:00,User Report (Chatbot)
82,driver_alert,Wrong lane change,Taxi changing lanes without indicators.,Faisalabad,Low,2024-11-02T10:07:00,Community Safety App
83,driver_alert,School van overloaded,Van carrying children beyond capacity spotted.,Lahore,Low,2025-08-11T10:30:00,Local Traffic Police Report
84,driver_alert,Reckless driver spotted,A driver in a white Corolla overspeeding and lane-cutting.,Quetta,Medium,2025-03-26T08:58:00,Community Safety App
85,driver_alert,Motorcycle without headlight,Bike speeding without headlight near Johar Town.,Sukkur,Critical,2025-01-12T10:32:00,Community Safety App
86,driver_alert,Wrong-way driver,Motorcyclist driving on the wrong side near market.,Quetta,Critical,2025-07-20T18:17:00,Community Safety App
87,driver_alert,Wrong lane change,Taxi changing lanes without indicators.,Lahore,Low,2025-06-27T12:07:00,Local Traffic Police Report
88,driver_alert,Overspeeding bus,Passenger bus seen overspeeding on main road.,Sukkur,Medium,2025-05-02T20:07:00,Local Traffic Police Report
89,driver_alert,Mobile use while driving,Driver seen texting while driving at high speed.,Islamabad,Low,2024-11-01T06:10:00,User Report (Chatbot)
90,driver_alert,Wrong lane change,Taxi changing lanes without indicators.,Sialkot,Low,2025-03-30T05:35:00,Community Safety App
91,driver_alert,Drunk driving suspected,Black car weaving dangerously between lanes.,Sialkot,High,2025-04-23T12:01:00,User Report (Chatbot)
92,driver_alert,Overspeeding bus,Passenger bus seen overspeeding on main road.,Sialkot,Critical,2025-03-08T20:12:00,User Report (Chatbot)
93,driver_alert,Motorcycle without headlight,Bike speeding without headlight near Johar Town.,Sukkur,High,2024-11-18T15:49:00,User Report (Chatbot)
94,driver_alert,Mobile use while driving,Driver seen texting while driving at high speed.,Sialkot,Critical,2025-05-28T23:02:00,Local Traffic Police Report
95,driver_alert,Wrong lane change,Taxi changing lanes without indicators.,Peshawar,Critical,2025-04-14T01:00:00,Community Safety App
96,driver_alert,Reckless driver spotted,A driver in a white Corolla overspeeding and lane-cutting.,Islamabad,Low,2025-05-05T00:50:00,Local Traffic Police Report
97,driver_alert,Drunk driving suspected,Black car weaving dangerously between lanes.,Sukkur,High,2025-02-12T08:02:00,User Report (Chatbot)
98,driver_alert,Drunk driving suspected,Black car weaving dangerously between lanes.,Faisalabad,Critical,2024-09-02T07:07:00,Local Traffic Police Report
99,driver_alert,Dangerous overtaking,Truck overtaking in no-overtake zone.,Hyderabad,Critical,2025-04-17T22:55:00,Local Traffic Police Report
100,driver_alert,Overspeeding bus,Passenger bus seen overspeeding on main road.,Sialkot,Low,2025-02-23T18:22:00,Community Safety App
101,driver_alert,School van overloaded,Van carrying children beyond capacity spotted.,Multan,High,2025-08-17T12:41:00,Community Safety App
102,driver_alert,Wrong-way driver,Motorcyclist driving on the wrong side near market.,Faisalabad,High,2025-01-10T09:11:00,User Report (Chatbot)
103,driver_alert,School van overloaded,Van carrying children beyond capacity spotted.,Sialkot,Low,2024-10-19T19:11:00,Local Traffic Police Report
104,driver_alert,Wrong-way driver,Motorcyclist driving on the wrong side near market.,Sukkur,High,2025-08-16T19:18:00,Local Traffic Police Report
105,driver_alert,Mobile use while driving,Driver seen texting while driving at high speed.,Multan,High,2025-07-11T03:07:00,Local Traffic Police Report
106,driver_alert,Dangerous overtaking,Truck overtaking in no-overtake zone.,Sialkot,Critical,2025-04-16T03:38:00,Local Traffic Police Report
107,driver_alert,Wrong lane change,Taxi changing lanes without indicators.,Lahore,Critical,2025-05-02T03:22:00,Local Traffic Police Report
108,driver_alert,School van overloaded,Van carrying children beyond capacity spotted.,Faisalabad,Low,2025-06-10T06:48:00,Local Traffic Police Report
109,driver_alert,Overspeeding bus,Passenger bus seen overspeeding on main road.,Karachi,Critical,2025-06-27T07:23:00,User Report (Chatbot)
110,driver_alert,Wrong-way driver,Motorcyclist driving on the wrong side near market.,Karachi,Medium,2024-09-10T22:47:00,Local Traffic Police Report
111,driver_alert,Overspeeding bus,Passenger bus seen overspeeding on main road.,Multan,Critical,2025-08-09T00:03:00,User Report (Chatbot)
112,driver_alert,Overspeeding bus,Passenger bus seen overspeeding on main road.,Karachi,High,2024-11-26T17:38:00,Local Traffic Police Report
113,driver_alert,Drunk driving suspected,Black car weaving dangerously between lanes.,Quetta,Critical,2024-09-04T11:29:00,Local Traffic Police Report
114,driver_alert,Mobile use while driving,Driver seen texting while driving at high speed.,Sukkur,High,2025-02-25T04:08:00,User Report (Chatbot)
115,driver_alert,Motorcycle without headlight,Bike speeding without headlight near Johar Town.,Faisalabad,Critical,2024-12-16T08:43:00,Local Traffic Police Report
116,driver_alert,Motorcycle without headlight,Bike speeding without headlight near Johar Town.,Peshawar,Critical,2024-11-10T12:05:00,Community Safety App
117,driver_alert,Wrong lane change,Taxi changing lanes without indicators.,Hyderabad,Low,2025-01-04T22:37:00,User Report (Chatbot)
118,driver_alert,School van overloaded,Van carrying children beyond capacity spotted.,Karachi,High,2025-07-29T00:27:00,User Report (Chatbot)
119,driver_alert,School van overloaded,Van carrying children beyond capacity spotted.,Gujranwala,Low,2025-03-03T15:07:00,User Report (Chatbot)
120,driver_alert,School van overloaded,Van carrying children beyond capacity spotted.,Sukkur,Medium,2025-05-05T17:31:00,Local Traffic Police Report
121,driver_alert,Wrong-way driver,Motorcyclist driving on the wrong side near market.,Faisalabad,Critical,2025-02-11T08:41:00,Community Safety App
122,driver_alert,Dangerous overtaking,Truck overtaking in no-overtake zone.,Hyderabad,Medium,2025-06-16T23:34:00,Local Traffic Police Report
123,driver_alert,Reckless driver spotted,A driver in a white Corolla overspeeding and lane-cutting.,Quetta,High,2025-01-29T00:45:00,User Report (Chatbot)
124,driver_alert,School van overloaded,Van carrying children beyond capacity spotted.,Faisalabad,Critical,2024-12-03T22:29:00,Community Safety App
125,driver_alert,Drunk driving suspected,Black car weaving dangerously between lanes.,Karachi,Critical,2025-01-04T20:15:00,User Report (Chatbot)
126,driver_alert,Wrong-way driver,Motorcyclist driving on the wrong side near market.,Multan,High,2024-09-28T01:47:00,Local Traffic Police Report
127,driver_alert,Dangerous overtaking,Truck overtaking in no-overtake zone.,Rawalpindi,Medium,2025-04-20T02:33:00,Local Traffic Police Report
128,driver_alert,School van overloaded,Van carrying children beyond capacity spotted.,Sukkur,High,2025-03-06T17:35:00,Community Safety App
129,driver_alert,Wrong-way driver,Motorcyclist driving on the wrong side near market.,Sialkot,Low,2025-09-04T08:29:00,Local Traffic Police Report
130,driver_alert,Mobile use while driving,Driver seen texting while driving at high speed.,Quetta,Critical,2025-06-22T05:15:00,Local Traffic Police Report
131,driver_alert,Wrong-way driver,Motorcyclist driving on the wrong side near market.,Lahore,High,2025-05-17T18:52:00,Community Safety App
132,driver_alert,Reckless driver spotted,A driver in a white Corolla overspeeding and lane-cutting.,Lahore,Critical,2024-12-06T23:25:00,Local Traffic Police Report
133,driver_alert,Dangerous overtaking,Truck overtaking in no-overtake zone.,Quetta,Medium,2024-12-23T17:03:00,User Report (Chatbot)
134,driver_alert,Wrong lane change,Taxi changing lanes without indicators.,Quetta,High,2025-04-12T19:28:00,Local Traffic Police Report
135,driver_alert,No seatbelt driver,Car driver caught driving without wearing a seatbelt.,Multan,High,2024-11-15T12:55:00,User Report (Chatbot)
136,driver_alert,Mobile use while driving,Driver seen texting while driving at high speed.,Peshawar,Medium,2025-07-02T07:51:00,Community Safety App
137,driver_alert,Motorcycle without headlight,Bike speeding without headlight near Johar Town.,Quetta,High,2024-10-21T03:05:00,Local Traffic Police Report
138,driver_alert,Overspeeding bus,Passenger bus seen overspeeding on main road.,Hyderabad,Medium,2025-04-04T23:34:00,User Report (Chatbot)
139,driver_alert,Motorcycle without headlight,Bike speeding without headlight near Johar Town.,Multan,Low,2024-11-06T10:14:00,User Report (Chatbot)
140,driver_alert,Wrong-way driver,Motorcyclist driving on the wrong side near market.,Multan,Medium,2025-07-31T06:21:00,Local Traffic Police Report
141,driver_alert,Drunk driving suspected,Black car weaving dangerously between lanes.,Sialkot,Low,2024-10-07T00:39:00,User Report (Chatbot)
142,driver_alert,Wrong lane change,Taxi changing lanes without indicators.,Gujranwala,Medium,2025-07-11T15:47:00,Local Traffic Police Report
143,driver_alert,Wrong lane change,Taxi changing lanes without indicators.,Hyderabad,Medium,2025-07-21T07:18:00,Community Safety App
144,driver_alert,School van overloaded,Van carrying children beyond capacity spotted.,Multan,Critical,2025-01-22T16:11:00,Local Traffic Police Report
145,driver_alert,Reckless driver spotted,A driver in a white Corolla overspeeding and lane-cutting.,Multan,High,2025-02-03T18:47:00,Community Safety App
146,driver_alert,Wrong lane change,Taxi changing lanes without indicators.,Multan,High,2025-03-09T23:10:00,User Report (Chatbot)
147,driver_alert,Mobile use while driving,Driver seen texting while driving at high speed.,Rawalpindi,Low,2025-07-14T14:10:00,Community Safety App
148,driver_alert,Motorcycle without headlight,Bike speeding without headlight near Johar Town.,Rawalpindi,High,2024-09-12T16:52:00,Local Traffic Police Report
149,driver_alert,No seatbelt driver,Car driver caught driving without wearing a seatbelt.,Quetta,Critical,2025-05-26T02:23:00,Community Safety App
150,driver_alert,School van overloaded,Van carrying children beyond capacity spotted.,Hyderabad,Critical,2025-08-28T14:30:00,User Report (Chatbot)
151,driver_alert,Motorcycle without headlight,Bike speeding without headlight near Johar Town.,Peshawar,Low,2025-08-13T09:47:00,Local Traffic Police Report
152,driver_alert,Drunk driving suspected,Black car weaving dangerously between lanes.,Rawalpindi,High,2024-09-23T05:33:00,Community Safety App
153,driver_alert,Mobile use while driving,Driver seen texting while driving at high speed.,Islamabad,Critical,2025-08-30T16:15:00,Community Safety App
154,driver_alert,Dangerous overtaking,Truck overtaking in no-overtake zone.,Rawalpindi,High,2025-09-24T12:15:00,User Report (Chatbot)
155,driver_alert,No seatbelt driver,Car driver caught driving without wearing a seatbelt.,Lahore,Low,2024-12-28T10:29:00,Community Safety App
156,driver_alert,No seatbelt driver,Car driver caught driving without wearing a seatbelt.,Peshawar,Medium,2025-09-03T19:31:00,User Report (Chatbot)
157,driver_alert,School van overloaded,Van carrying children beyond capacity spotted.,Lahore,High,2025-08-15T02:06:00,User Report (Chatbot)
158,driver_alert,Dangerous overtaking,Truck overtaking in no-overtake zone.,Faisalabad,Critical,2025-01-17T07:33:00,Community Safety App
159,driver_alert,Motorcycle without headlight,Bike speeding without headlight near Johar Town.,Lahore,High,2025-09-01T15:09:00,Local Traffic Police Report
160,driver_alert,Wrong-way driver,Motorcyclist driving on the wrong side near market.,Peshawar,High,2024-11-14T15:01:00,User Report (Chatbot)
161,driver_alert,Mobile use while driving,Driver seen texting while driving at high speed.,Hyderabad,Medium,2025-02-19T18:45:00,User Report (Chatbot)
162,driver_alert,Wrong lane change,Taxi changing lanes without indicators.,Rawalpindi,Medium,2024-12-17T08:48:00,Local Traffic Police Report
163,driver_alert,Wrong-way driver,Motorcyclist driving on the wrong side near market.,Faisalabad,High,2025-07-16T18:42:00,Local Traffic Police Report
164,driver_alert,No seatbelt driver,Car driver caught driving without wearing a seatbelt.,Sukkur,Low,2025-02-20T16:52:00,User Report (Chatbot)
165,driver_alert,Reckless driver spotted,A driver in a white Corolla overspeeding and lane-cutting.,Islamabad,Medium,2024-11-21T07:33:00,Local Traffic Police Report
166,driver_alert,Wrong-way driver,Motorcyclist driving on the wrong side near market.,Quetta,Critical,2024-09-22T16:18:00,Community Safety App
167,driver_alert,No seatbelt driver,Car driver caught driving without wearing a seatbelt.,Peshawar,Critical,2025-04-01T17:05:00,Community Safety App
168,driver_alert,Overspeeding bus,Passenger bus seen overspeeding on main road.,Faisalabad,High,2025-08-10T22:15:00,Community Safety App
169,driver_alert,Motorcycle without headlight,Bike speeding without headlight near Johar Town.,Lahore,Critical,2025-01-10T08:35:00,Local Traffic Police Report
170,driver_alert,Wrong-way driver,Motorcyclist driving on the wrong side near market.,Quetta,High,2025-09-23T18:50:00,Community Safety App
171,driver_alert,No seatbelt driver,Car driver caught driving without wearing a seatbelt.,Rawalpindi,Low,2025-08-04T07:34:00,Local Traffic Police Report
172,driver_alert,Wrong-way driver,Motorcyclist driving on the wrong side near market.,Gujranwala,Critical,2025-01-08T16:47:00,Local Traffic Police Report
173,driver_alert,School van overloaded,Van carrying children beyond capacity spotted.,Faisalabad,Medium,2024-10-05T14:11:00,User Report (Chatbot)
174,driver_alert,Motorcycle without headlight,Bike speeding without headlight near Johar Town.,Gujranwala,Critical,2024-11-13T14:03:00,User Report (Chatbot)
175,driver_alert,School van overloaded,Van carrying children beyond capacity spotted.,Multan,Medium,2025-09-15T13:59:00,Community Safety App
176,driver_alert,Wrong lane change,Taxi changing lanes without indicators.,Multan,Critical,2024-12-22T07:50:00,Local Traffic Police Report
177,driver_alert,Wrong-way driver,Motorcyclist driving on the wrong side near market.,Karachi,Low,2025-07-23T00:06:00,Local Traffic Police Report
178,driver_alert,Drunk driving suspected,Black car weaving dangerously between lanes.,Faisalabad,Low,2025-01-08T09:45:00,User Report (Chatbot)
179,driver_alert,Drunk driving suspected,Black car weaving dangerously between lanes.,Quetta,Medium,2025-05-01T01:19:00,User Report (Chatbot)
180,driver_alert,Drunk driving suspected,Black car weaving dangerously between lanes.,Hyderabad,Critical,2025-06-13T16:12:00,Community Safety App
181,driver_alert,Wrong-way driver,Motorcyclist driving on the wrong side near market.,Karachi,Medium,2024-12-31T18:34:00,Local Traffic Police Report
182,driver_alert,Reckless driver spotted,A driver in a white Corolla overspeeding and lane-cutting.,Multan,High,2025-01-03T15:59:00,Local Traffic Police Report
183,driver_alert,Overspeeding bus,Passenger bus seen overspeeding on main road.,Multan,Medium,2024-10-23T15:30:00,Community Safety App
184,driver_alert,Dangerous overtaking,Truck overtaking in no-overtake zone.,Lahore,Critical,2024-10-22T01:58:00,User Report (Chatbot)
185,driver_alert,Wrong-way driver,Motorcyclist driving on the wrong side near market.,Lahore,High,2024-10-10T17:07:00,Local Traffic Police Report
186,driver_alert,School van overloaded,Van carrying children beyond capacity spotted.,Rawalpindi,Low,2025-06-08T22:17:00,User Report (Chatbot)
187,driver_alert,Reckless driver spotted,A driver in a white Corolla overspeeding and lane-cutting.,Faisalabad,Critical,2024-12-25T01:01:00,Community Safety App
188,driver_alert,Drunk driving suspected,Black car weaving dangerously between lanes.,Sialkot,High,2025-09-18T15:55:00,Local Traffic Police Report
189,driver_alert,Dangerous overtaking,Truck overtaking in no-overtake zone.,Lahore,Low,2025-07-06T10:31:00,User Report (Chatbot)
190,driver_alert,No seatbelt driver,Car driver caught driving without wearing a seatbelt.,Quetta,Medium,2025-07-13T01:53:00,Local Traffic Police Report
191,driver_alert,No seatbelt driver,Car driver caught driving without wearing a seatbelt.,Islamabad,Critical,2024-10-25T12:10:00,Community Safety App
192,driver_alert,No seatbelt driver,Car driver caught driving without wearing a seatbelt.,Gujranwala,High,2025-08-08T22:15:00,Community Safety App
193,driver_alert,Wrong lane change,Taxi changing lanes without indicators.,Gujranwala,Critical,2024-12-03T11:22:00,Local Traffic Police Report
194,driver_alert,School van overloaded,Van carrying children beyond capacity spotted.,Sukkur,High,2025-01-14T18:05:00,Local Traffic Police Report
195,driver_alert,Drunk driving suspected,Black car weaving dangerously between lanes.,Islamabad,Medium,2025-01-12T09:45:00,User Report (Chatbot)
196,driver_alert,School van overloaded,Van carrying children beyond capacity spotted.,Faisalabad,High,2024-12-27T14:16:00,User Report (Chatbot)
197,driver_alert,Mobile use while driving,Driver seen texting while driving at high speed.,Peshawar,Medium,2024-11-21T18:50:00,User Report (Chatbot)
198,driver_alert,Wrong lane change,Taxi changing lanes without indicators.,Quetta,High,2025-01-10T14:05:00,User Report (Chatbot)
199,driver_alert,No seatbelt driver,Car driver caught driving without wearing a seatbelt.,Sialkot,High,2025-08-05T16:24:00,Community Safety App
200,driver_alert,Motorcycle without headlight,Bike speeding without headlight near Johar Town.,Gujranwala,Low,2024-12-17T21:17:00,Community Safety App
201,driver_alert,Wrong-way driver,Motorcyclist driving on the wrong side near market.,Multan,High,2025-08-03T16:22:00,Local Traffic Police Report
202,driver_alert,Wrong lane change,Taxi changing lanes without indicators.,Hyderabad,Critical,2024-10-19T18:46:00,Local Traffic Police Report
203,driver_alert,School van overloaded,Van carrying children beyond capacity spotted.,Peshawar,Critical,2025-01-19T04:58:00,Community Safety App
204,driver_alert,Reckless driver spotted,A driver in a white Corolla overspeeding and lane-cutting.,Multan,Medium,2025-06-21T16:53:00,User Report (Chatbot)
205,driver_alert,Wrong lane change,Taxi changing lanes without indicators.,Gujranwala,Critical,2024-10-08T21:49:00,Local Traffic Police Report
206,driver_alert,No seatbelt driver,Car driver caught driving without wearing a seatbelt.,Karachi,Low,2024-12-26T14:23:00,Local Traffic Police Report
207,driver_alert,Motorcycle without headlight,Bike speeding without headlight near Johar Town.,Gujranwala,Low,2024-10-06T17:41:00,User Report (Chatbot)
208,driver_alert,No seatbelt driver,Car driver caught driving without wearing a seatbelt.,Quetta,Critical,2024-09-02T22:58:00,User Report (Chatbot)
