id,type,title,description,location,severity,date,source
53,accident,Oil tanker accident,"Tanker overturned, spilling oil on the road.",Peshawar,Medium,2025-05-12T02:56:00,Local Traffic Police Report
54,accident,Van hits pedestrian,Passenger van ran over a pedestrian while crossing the road.,Quetta,High,2025-03-20T20:27:00,https://www.geo.tv/
55,accident,Truck collision,"Truck hit a motorcycle, causing serious injuries.",Peshawar,Medium,2024-10-11T19:34:00,https://arynews.tv/
56,accident,Truck collision,"Truck hit a motorcycle, causing serious injuries.",Hyderabad,High,2025-06-09T18:35:00,Local Traffic Police Report
57,accident,Car crash on highway,Two cars collided due to overspeeding.,Peshawar,Critical,2025-07-15T16:11:00,https://www.geo.tv/
58,accident,Multi-vehicle pileup,Fog caused a 5-car collision on motorway.,Peshawar,Low,2024-11-29T17:08:00,https://www.dawn.com/
59,accident,Oil tanker accident,"Tanker overturned, spilling oil on the road.",Multan,High,2024-10-14T14:17:00,User Report (Chatbot)
60,accident,School bus accident,Children injured as school bus collided with a rickshaw.,Sukkur,High,2025-05-22T00:56:00,https://www.geo.tv/
61,accident,Hit-and-run incident,Car fled scene after hitting a motorcyclist.,Karachi,Medium,2025-07-13T06:29:00,https://www.dawn.com/
62,accident,Car crash on highway,Two cars collided due to overspeeding.,Multan,Critical,2025-07-30T06:04:00,https://arynews.tv/
63,accident,School bus accident,Children injured as school bus collided with a rickshaw.,Multan,Critical,2024-12-31T05:30:00,Local Traffic Police Report
64,accident,Truck collision,"Truck hit a motorcycle, causing serious injuries.",Gujranwala,Critical,2025-01-14T04:32:00,Local Traffic Police Report
65,accident,Multi-vehicle pileup,Fog caused a 5-car collision on motorway.,Faisalabad,Critical,2025-06-30T16:45:00,https://www.dawn.com/
66,accident,School bus accident,Children injured as school bus collided with a rickshaw.,Sialkot,Low,2025-08-21T03:13:00,https://arynews.tv/
67,accident,Hit-and-run incident,Car fled scene after hitting a motorcyclist.,Multan,Medium,2025-08-08T02:05:00,https://www.geo.tv/
68,accident,Multi-vehicle pileup,Fog caused a 5-car collision on motorway.,Sukkur,High,2024-10-05T08:51:00,Local Traffic Police Report
69,accident,Oil tanker accident,"Tanker overturned, spilling oil on the road.",Karachi,High,2025-07-01T21:08:00,https://www.geo.tv/
70,accident,Car crash on highway,Two cars collided due to overspeeding.,Sukkur,Medium,2025-03-20T12:36:00,Local Traffic Police Report
71,accident,Bus overturned,"Passenger bus overturned, injuring multiple people.",Multan,Low,2025-08-02T17:04:00,https://www.dawn.com/
72,accident,Multi-vehicle pileup,Fog caused a 5-car collision on motorway.,Peshawar,High,2025-04-24T12:47:00,https://www.dawn.com/
73,accident,Hit-and-run incident,Car fled scene after hitting a motorcyclist.,Peshawar,Low,2025-04-13T00:17:00,Local Traffic Police Report
74,accident,Van hits pedestrian,Passenger van ran over a pedestrian while crossing the road.,Gujranwala,Medium,2025-06-23T04:22:00,https://www.dawn.com/
75,accident,Bus overturned,"Passenger bus overturned, injuring multiple people.",Faisalabad,Low,2024-11-28T06:13:00,Local Traffic Police Report
76,accident,Bus overturned,"Passenger bus overturned, injuring multiple people.",Sukkur,Medium,2025-07-11T07:54:00,https://www.geo.tv/
77,accident,Car into divider,Car lost control and hit the road divider at high speed.,Multan,High,2025-02-21T07:10:00,https://www.dawn.com/
78,accident,Multi-vehicle pileup,Fog caused a 5-car collision on motorway.,Gujranwala,Critical,2025-01-02T23:50:00,https://www.geo.tv/
79,accident,Car into divider,Car lost control and hit the road divider at high speed.,Rawalpindi,Low,2025-03-04T00:35:00,https://arynews.tv/
80,accident,Truck collision,"Truck hit a motorcycle, causing serious injuries.",Gujranwala,Critical,2025-03-30T17:34:00,Local Traffic Police Report
81,accident,Car crash on highway,Two cars collided due to overspeeding.,Lahore,Medium,2024-09-19T04:15:00,https://arynews.tv/
82,accident,Car into divider,Car lost control and hit the road divider at high speed.,Peshawar,Medium,2025-05-21T02:02:00,https://www.dawn.com/
83,accident,Truck collision,"Truck hit a motorcycle, causing serious injuries.",Islamabad,Medium,2025-05-30T23:51:00,https://arynews.tv/
84,accident,Car crash on highway,Two cars collided due to overspeeding.,Peshawar,Medium,2025-09-11T23:22:00,https://arynews.tv/
85,accident,Car into divider,Car lost control and hit the road divider at high speed.,Gujranwala,Medium,2025-02-24T12:05:00,User Report (Chatbot)
86,accident,Bus overturned,"Passenger bus overturned, injuring multiple people.",Gujranwala,Medium,2024-11-28T01:56:00,https://www.dawn.com/
87,accident,Van hits pedestrian,Passenger van ran over a pedestrian while crossing the road.,Hyderabad,Low,2024-12-27T19:29:00,https://www.dawn.com/
88,accident,Multi-vehicle pileup,Fog caused a 5-car collision on motorway.,Lahore,Low,2025-08-17T15:55:00,User Report (Chatbot)
89,accident,Hit-and-run incident,Car fled scene after hitting a motorcyclist.,Sialkot,Critical,2025-08-23T14:55:00,https://www.geo.tv/
90,accident,Fatal bike accident,"Bike slipped on wet road, leading to fatal injuries.",Quetta,High,2025-09-22T16:18:00,https://www.geo.tv/
91,accident,Multi-vehicle pileup,Fog caused a 5-car collision on motorway.,Karachi,Critical,2025-07-23T13:00:00,User Report (Chatbot)
92,accident,Bus overturned,"Passenger bus overturned, injuring multiple people.",Sialkot,Medium,2024-10-27T00:36:00,https://www.dawn.com/
93,accident,Oil tanker accident,"Tanker overturned, spilling oil on the road.",Gujranwala,Critical,2025-07-16T01:33:00,Local Traffic Police Report
94,accident,Car crash on highway,Two cars collided due to overspeeding.,Multan,Critical,2025-05-16T00:55:00,https://www.dawn.com/
95,accident,Hit-and-run incident,Car fled scene after hitting a motorcyclist.,Rawalpindi,Medium,2025-02-07T15:49:00,https://www.dawn.com/
96,accident,Car crash on highway,Two cars collided due to overspeeding.,Rawalpindi,Medium,2025-09-08T18:48:00,https://www.geo.tv/
97,accident,Multi-vehicle pileup,Fog caused a 5-car collision on motorway.,Sukkur,Medium,2025-09-22T13:31:00,Local Traffic Police Report
98,accident,Bus overturned,"Passenger bus overturned, injuring multiple people.",Peshawar,Medium,2024-11-15T17:01:00,https://www.geo.tv/
99,accident,Fatal bike accident,"Bike slipped on wet road, leading to fatal injuries.",Lahore,High,2025-09-15T12:49:00,https://www.dawn.com/
100,accident,Multi-vehicle pileup,Fog caused a 5-car collision on motorway.,Quetta,Medium,2025-01-29T05:15:00,Local Traffic Police Report
101,accident,Van hits pedestrian,Passenger van ran over a pedestrian while crossing the road.,Peshawar,Low,2024-11-27T01:14:00,https://www.geo.tv/
102,accident,Truck collision,"Truck hit a motorcycle, causing serious injuries.",Peshawar,Low,2025-07-04T08:56:00,https://arynews.tv/
103,accident,Car crash on highway,Two cars collided due to overspeeding.,Sialkot,High,2025-04-05T16:07:00,https://www.dawn.com/
104,accident,Bus overturned,"Passenger bus overturned, injuring multiple people.",Faisalabad,Medium,2025-07-06T12:55:00,https://www.dawn.com/
105,accident,Hit-and-run incident,Car fled scene after hitting a motorcyclist.,Islamabad,Medium,2025-01-11T17:39:00,Local Traffic Police Report
106,accident,Car into divider,Car lost control and hit the road divider at high speed.,Gujranwala,Critical,2024-09-21T02:31:00,User Report (Chatbot)
107,accident,Multi-vehicle pileup,Fog caused a 5-car collision on motorway.,Peshawar,Low,2025-05-25T21:49:00,https://www.dawn.com/
108,accident,Fatal bike accident,"Bike slipped on wet road, leading to fatal injuries.",Multan,Critical,2024-12-08T19:51:00,User Report (Chatbot)
109,accident,Oil tanker accident,"Tanker overturned, spilling oil on the road.",Sialkot,Medium,2025-03-20T02:21:00,User Report (Chatbot)
110,accident,School bus accident,Children injured as school bus collided with a rickshaw.,Faisalabad,Critical,2025-08-01T19:54:00,https://www.geo.tv/
111,accident,Oil tanker accident,"Tanker overturned, spilling oil on the road.",Sukkur,Critical,2024-09-01T05:56:00,User Report (Chatbot)
112,accident,Hit-and-run incident,Car fled scene after hitting a motorcyclist.,Sialkot,High,2025-06-14T01:11:00,https://arynews.tv/
113,accident,Car into divider,Car lost control and hit the road divider at high speed.,Sukkur,High,2025-06-14T14:24:00,https://www.dawn.com/
114,accident,Oil tanker accident,"Tanker overturned, spilling oil on the road.",Sukkur,Low,2025-02-23T12:02:00,https://www.dawn.com/
115,accident,School bus accident,Children injured as school bus collided with a rickshaw.,Faisalabad,Critical,2024-10-21T21:11:00,https://arynews.tv/
116,accident,Multi-vehicle pileup,Fog caused a 5-car collision on motorway.,Peshawar,Low,2024-10-02T23:46:00,https://arynews.tv/
117,accident,Van hits pedestrian,Passenger van ran over a pedestrian while crossing the road.,Sialkot,Critical,2025-04-15T02:09:00,https://arynews.tv/
118,accident,Fatal bike accident,"Bike slipped on wet road, leading to fatal injuries.",Gujranwala,Critical,2025-08-30T23:10:00,https://www.geo.tv/
119,accident,Oil tanker accident,"Tanker overturned, spilling oil on the road.",Islamabad,High,2025-05-12T22:12:00,Local Traffic Police Report
120,accident,Truck collision,"Truck hit a motorcycle, causing serious injuries.",Hyderabad,Critical,2025-09-15T07:54:00,https://www.dawn.com/
121,accident,Car into divider,Car lost control and hit the road divider at high speed.,Rawalpindi,Low,2025-05-08T17:10:00,https://www.geo.tv/
122,accident,Truck collision,"Truck hit a motorcycle, causing serious injuries.",Hyderabad,Medium,2025-05-30T12:16:00,User Report (Chatbot)
123,accident,Oil tanker accident,"Tanker overturned, spilling oil on the road.",Lahore,High,2025-07-22T10:47:00,https://arynews.tv/
124,accident,Fatal bike accident,"Bike slipped on wet road, leading to fatal injuries.",Gujranwala,Medium,2024-12-07T11:33:00,User Report (Chatbot)
125,accident,Truck collision,"Truck hit a motorcycle, causing serious injuries.",Rawalpindi,Critical,2024-10-31T06:37:00,https://arynews.tv/
126,accident,Multi-vehicle pileup,Fog caused a 5-car collision on motorway.,Rawalpindi,Low,2025-07-02T23:14:00,https://arynews.tv/
127,accident,Bus overturned,"Passenger bus overturned, injuring multiple people.",Gujranwala,Low,2025-06-10T21:21:00,https://arynews.tv/
128,accident,Bus overturned,"Passenger bus overturned, injuring multiple people.",Hyderabad,Critical,2025-07-16T20:43:00,https://arynews.tv/
129,accident,Car into divider,Car lost control and hit the road divider at high speed.,Multan,Critical,2025-07-27T03:31:00,Local Traffic Police Report
130,accident,Car into divider,Car lost control and hit the road divider at high speed.,Sukkur,Critical,2025-09-17T22:14:00,https://arynews.tv/
131,accident,Van hits pedestrian,Passenger van ran over a pedestrian while crossing the road.,Faisalabad,Medium,2025-09-10T23:47:00,https://arynews.tv/
132,accident,Multi-vehicle pileup,Fog caused a 5-car collision on motorway.,Islamabad,High,2024-12-14T08:43:00,https://www.dawn.com/
133,accident,Car crash on highway,Two cars collided due to overspeeding.,Gujranwala,Low,2025-03-28T23:58:00,https://www.dawn.com/
134,accident,Fatal bike accident,"Bike slipped on wet road, leading to fatal injuries.",Gujranwala,High,2024-12-20T11:30:00,User Report (Chatbot)
135,accident,Fatal bike accident,"Bike slipped on wet road, leading to fatal injuries.",Faisalabad,Medium,2025-01-17T07:52:00,https://www.geo.tv/
136,accident,Fatal bike accident,"Bike slipped on wet road, leading to fatal injuries.",Faisalabad,Critical,2024-10-31T02:37:00,Local Traffic Police Report
137,accident,Car into divider,Car lost control and hit the road divider at high speed.,Lahore,Critical,2025-07-26T09:28:00,User Report (Chatbot)
138,accident,Truck collision,"Truck hit a motorcycle, causing serious injuries.",Sialkot,Medium,2025-01-07T11:56:00,https://arynews.tv/
139,accident,Bus overturned,"Passenger bus overturned, injuring multiple people.",Multan,Medium,2024-09-02T15:16:00,https://www.dawn.com/
140,accident,Truck collision,"Truck hit a motorcycle, causing serious injuries.",Quetta,Medium,2024-12-30T06:35:00,https://www.geo.tv/
141,accident,Bus overturned,"Passenger bus overturned, injuring multiple people.",Karachi,High,2025-07-15T14:16:00,Local Traffic Police Report
142,accident,Van hits pedestrian,Passenger van ran over a pedestrian while crossing the road.,Karachi,Low,2025-08-04T16:46:00,User Report (Chatbot)
143,accident,Bus overturned,"Passenger bus overturned, injuring multiple people.",Sukkur,High,2025-04-02T13:37:00,Local Traffic Police Report
144,accident,Bus overturned,"Passenger bus overturned, injuring multiple people.",Sialkot,Medium,2025-07-16T11:27:00,https://arynews.tv/
145,accident,Truck collision,"Truck hit a motorcycle, causing serious injuries.",Quetta,Medium,2025-01-24T00:51:00,https://arynews.tv/
146,accident,Multi-vehicle pileup,Fog caused a 5-car collision on motorway.,Hyderabad,Medium,2024-09-15T17:43:00,Local Traffic Police Report
147,accident,School bus accident,Children injured as school bus collided with a rickshaw.,Sialkot,Medium,2025-09-15T08:23:00,User Report (Chatbot)
148,accident,Truck collision,"Truck hit a motorcycle, causing serious injuries.",Sialkot,Medium,2024-09-27T00:00:00,https://www.geo.tv/
149,accident,Bus overturned,"Passenger bus overturned, injuring multiple people.",Sukkur,Medium,2025-06-25T13:43:00,User Report (Chatbot)
150,accident,Bus overturned,"Passenger bus overturned, injuring multiple people.",Islamabad,Critical,2025-03-28T15:29:00,User Report (Chatbot)
151,accident,Hit-and-run incident,Car fled scene after hitting a motorcyclist.,Lahore,Low,2025-02-23T00:15:00,Local Traffic Police Report
152,accident,Fatal bike accident,"Bike slipped on wet road, leading to fatal injuries.",Rawalpindi,High,2024-12-13T20:50:00,https://www.geo.tv/
153,accident,Truck collision,"Truck hit a motorcycle, causing serious injuries.",Peshawar,Low,2025-07-04T14:02:00,https://www.geo.tv/
154,accident,Van hits pedestrian,Passenger van ran over a pedestrian while crossing the road.,Hyderabad,High,2025-05-15T18:41:00,User Report (Chatbot)
155,accident,Car crash on highway,Two cars collided due to overspeeding.,Islamabad,Critical,2025-03-22T11:26:00,https://www.dawn.com/
156,accident,Van hits pedestrian,Passenger van ran over a pedestrian while crossing the road.,Multan,High,2024-11-30T01:21:00,https://www.dawn.com/
157,accident,Van hits pedestrian,Passenger van ran over a pedestrian while crossing the road.,Multan,Critical,2024-10-13T17:03:00,Local Traffic Police Report
158,accident,School bus accident,Children injured as school bus collided with a rickshaw.,Karachi,High,2025-04-09T00:18:00,https://arynews.tv/
159,accident,School bus accident,Children injured as school bus collided with a rickshaw.,Karachi,Low,2025-04-27T23:08:00,https://arynews.tv/
160,accident,Car crash on highway,Two cars collided due to overspeeding.,Peshawar,Medium,2025-09-02T23:16:00,User Report (Chatbot)
161,accident,Van hits pedestrian,Passenger van ran over a pedestrian while crossing the road.,Rawalpindi,Low,2024-09-30T22:54:00,https://arynews.tv/
162,accident,Bus overturned,"Passenger bus overturned, injuring multiple people.",Sukkur,Low,2025-09-23T13:51:00,Local Traffic Police Report
163,accident,Oil tanker accident,"Tanker overturned, spilling oil on the road.",Peshawar,Low,2025-03-20T12:26:00,https://www.geo.tv/
164,accident,Car crash on highway,Two cars collided due to overspeeding.,Hyderabad,Low,2025-04-16T11:17:00,https://www.dawn.com/
165,accident,Van hits pedestrian,Passenger van ran over a pedestrian while crossing the road.,Lahore,Medium,2025-02-01T23:13:00,User Report (Chatbot)
166,accident,Hit-and-run incident,Car fled scene after hitting a motorcyclist.,Rawalpindi,Low,2025-07-13T06:42:00,https://www.dawn.com/
167,accident,Car into divider,Car lost control and hit the road divider at high speed.,Gujranwala,Critical,2024-12-01T01:56:00,Local Traffic Police Report
168,accident,Car into divider,Car lost control and hit the road divider at high speed.,Karachi,High,2025-02-14T05:21:00,https://www.geo.tv/
169,accident,Van hits pedestrian,Passenger van ran over a pedestrian while crossing the road.,Hyderabad,Medium,2024-11-30T19:23:00,https://www.dawn.com/
170,accident,Multi-vehicle pileup,Fog caused a 5-car collision on motorway.,Islamabad,High,2025-03-29T03:10:00,User Report (Chatbot)
171,accident,School bus accident,Children injured as school bus collided with a rickshaw.,Lahore,Critical,2025-04-18T19:52:00,User Report (Chatbot)
172,accident,Van hits pedestrian,Passenger van ran over a pedestrian while crossing the road.,Peshawar,Low,2025-01-18T13:52:00,https://www.geo.tv/
173,accident,Truck collision,"Truck hit a motorcycle, causing serious injuries.",Rawalpindi,High,2024-12-03T09:37:00,User Report (Chatbot)
174,accident,Bus overturned,"Passenger bus overturned, injuring multiple people.",Gujranwala,Low,2025-04-13T08:07:00,https://arynews.tv/
175,accident,Hit-and-run incident,Car fled scene after hitting a motorcyclist.,Karachi,Critical,2025-01-28T04:18:00,https://www.geo.tv/
176,accident,Bus overturned,"Passenger bus overturned, injuring multiple people.",Gujranwala,Medium,2025-08-02T13:22:00,User Report (Chatbot)
177,accident,Truck collision,"Truck hit a motorcycle, causing serious injuries.",Hyderabad,Low,2025-01-17T03:51:00,https://arynews.tv/
178,accident,Van hits pedestrian,Passenger van ran over a pedestrian while crossing the road.,Quetta,Medium,2025-01-13T11:59:00,https://arynews.tv/
179,accident,Car into divider,Car lost control and hit the road divider at high speed.,Quetta,Low,2025-04-08T14:51:00,Local Traffic Police Report
180,accident,Car crash on highway,Two cars collided due to overspeeding.,Rawalpindi,Low,2025-09-09T13:29:00,https://arynews.tv/
181,accident,Van hits pedestrian,Passenger van ran over a pedestrian while crossing the road.,Multan,High,2025-01-01T23:27:00,Local Traffic Police Report
182,accident,Oil tanker accident,"Tanker overturned, spilling oil on the road.",Gujranwala,Medium,2025-07-22T21:25:00,https://www.dawn.com/
183,accident,Multi-vehicle pileup,Fog caused a 5-car collision on motorway.,Faisalabad,Low,2025-07-12T13:30:00,Local Traffic Police Report
184,accident,Truck collision,"Truck hit a motorcycle, causing serious injuries.",Gujranwala,Critical,2024-09-05T23:10:00,Local Traffic Police Report
185,accident,Multi-vehicle pileup,Fog caused a 5-car collision on motorway.,Islamabad,Medium,2025-08-13T20:11:00,https://arynews.tv/
186,accident,Car crash on highway,Two cars collided due to overspeeding.,Quetta,Low,2024-11-29T10:40:00,Local Traffic Police Report
187,accident,Hit-and-run incident,Car fled scene after hitting a motorcyclist.,Quetta,Critical,2024-11-17T10:24:00,https://www.geo.tv/
188,accident,Car into divider,Car lost control and hit the road divider at high speed.,Rawalpindi,High,2024-12-11T16:38:00,https://arynews.tv/
189,accident,Van hits pedestrian,Passenger van ran over a pedestrian while crossing the road.,Rawalpindi,Low,2025-04-09T11:50:00,https://www.dawn.com/
190,accident,Hit-and-run incident,Car fled scene after hitting a motorcyclist.,Hyderabad,High,2025-02-10T18:35:00,https://www.geo.tv/
191,accident,School bus accident,Children injured as school bus collided with a rickshaw.,Karachi,Medium,2025-07-24T03:05:00,https://www.geo.tv/
192,accident,Hit-and-run incident,Car fled scene after hitting a motorcyclist.,Sukkur,Critical,2025-04-25T17:32:00,https://www.dawn.com/
193,accident,School bus accident,Children injured as school bus collided with a rickshaw.,Islamabad,Critical,2025-09-19T07:22:00,https://arynews.tv/
194,accident,Oil tanker accident,"Tanker overturned, spilling oil on the road.",Hyderabad,Critical,2025-07-05T23:24:00,Local Traffic Police Report
195,accident,Car into divider,Car lost control and hit the road divider at high speed.,Gujranwala,Medium,2024-10-18T08:59:00,https://www.geo.tv/
196,accident,Fatal bike accident,"Bike slipped on wet road, leading to fatal injuries.",Rawalpindi,Low,2025-08-17T22:45:00,https://www.dawn.com/
197,accident,Van hits pedestrian,Passenger van ran over a pedestrian while crossing the road.,Faisalabad,Critical,2024-11-28T13:54:00,https://www.dawn.com/
198,accident,Van hits pedestrian,Passenger van ran over a pedestrian while crossing the road.,Lahore,Medium,2025-07-10T01:02:00,User Report (Chatbot)
199,accident,School bus accident,Children injured as school bus collided with a rickshaw.,Faisalabad,Critical,2025-08-27T05:03:00,User Report (Chatbot)
200,accident,Multi-vehicle pileup,Fog caused a 5-car collision on motorway.,Sialkot,High,2025-04-03T07:19:00,https://arynews.tv/
201,accident,School bus accident,Children injured as school bus collided with a rickshaw.,Islamabad,Low,2024-12-28T13:12:00,https://www.geo.tv/
202,accident,Fatal bike accident,"Bike slipped on wet road, leading to fatal injuries.",Quetta,Critical,2025-03-30T07:01:00,https://www.geo.tv/
203,accident,Oil tanker accident,"Tanker overturned, spilling oil on the road.",Faisalabad,Critical,2024-10-26T23:29:00,User Report (Chatbot)
204,accident,Car into divider,Car lost control and hit the road divider at high speed.,Sukkur,Medium,2025-05-18T09:41:00,https://arynews.tv/
205,accident,Van hits pedestrian,Passenger van ran over a pedestrian while crossing the road.,Rawalpindi,Critical,2024-09-17T22:25:00,https://arynews.tv/
206,accident,Car into divider,Car lost control and hit the road divider at high speed.,Islamabad,Medium,2025-05-26T23:20:00,https://arynews.tv/
207,accident,Hit-and-run incident,Car fled scene after hitting a motorcyclist.,Hyderabad,Critical,2024-11-19T01:10:00,User Report (Chatbot)
208,accident,Fatal bike accident,"Bike slipped on wet road, leading to fatal injuries.",Sialkot,Critical,2025-01-18T14:24:00,https://www.dawn.com/
209,accident,Hit-and-run incident,Car fled scene after hitting a motorcyclist.,Lahore,High,2025-01-27T00:25:00,https://www.geo.tv/
